date,origin,dest,pct_leavers,netflow,origin_lat,origin_lon,dest_lat,dest_lon,origin_city,dest_city
2017/4/1,"Seattle, WA","San Jose, CA",5.00%,335,47.6211,-122.3244,37.3012,-121.848,Seattle,San Jose
2017/4/1,"Seattle, WA","Wenatchee, WA",4.80%,335,47.6211,-122.3244,47.436,-120.3295,Seattle,Wenatchee
2017/4/1,"Seattle, WA","San Diego, CA",3.30%,335,47.6211,-122.3244,32.8313,-117.1222,Seattle,San Diego
2017/4/1,"Seattle, WA","Dallas, TX",3.00%,335,47.6211,-122.3244,32.7935,-96.7667,Seattle,Dallas
2017/4/1,"Seattle, WA","Las Vegas, NV",2.70%,335,47.6211,-122.3244,36.2333,-115.2654,Seattle,Las Vegas
2017/4/1,"Seattle, WA","Austin, TX",2.60%,335,47.6211,-122.3244,30.3005,-97.7522,Seattle,Austin
2017/4/1,"Tampa, FL","Washington, DC",8.70%,1669,27.9945,-82.4447,38.9047,-77.0163,Tampa,Washington
2017/4/1,"Tampa, FL","Orlando, FL",7.60%,1669,27.9945,-82.4447,28.4773,-81.337,Tampa,Orlando
2017/4/1,"Tampa, FL","Chicago, IL",7.10%,1669,27.9945,-82.4447,41.8375,-87.6866,Tampa,Chicago
2017/4/1,"Tampa, FL","Miami, FL",6.60%,1669,27.9945,-82.4447,25.784,-80.2101,Tampa,Miami
2017/4/1,"Tampa, FL","North Port, FL",6.30%,1669,27.9945,-82.4447,27.0576,-82.1977,Tampa,North Port
2017/4/1,"Tampa, FL","Lakeland, FL",5.30%,1669,27.9945,-82.4447,28.0557,-81.9545,Tampa,Lakeland
2017/4/1,"Tampa, FL","Atlanta, GA",4.30%,1669,27.9945,-82.4447,33.7628,-84.422,Tampa,Atlanta
2017/4/1,"Tampa, FL","Seattle, WA",4.00%,1669,27.9945,-82.4447,47.6211,-122.3244,Tampa,Seattle
2017/4/1,"Tampa, FL","Boston, MA",3.70%,1669,27.9945,-82.4447,42.3188,-71.0852,Tampa,Boston
2017/4/1,"Tampa, FL","Los Angeles, CA",3.70%,1669,27.9945,-82.4447,34.1141,-118.4068,Tampa,Los Angeles
2017/4/1,"Urban Honolulu, HI","Seattle, WA",21.00%,308,21.3294,-157.846,47.6211,-122.3244,Urban Honolulu,Seattle
2017/4/1,"Urban Honolulu, HI","Los Angeles, CA",9.60%,308,21.3294,-157.846,34.1141,-118.4068,Urban Honolulu,Los Angeles
2017/4/1,"Urban Honolulu, HI","Las Vegas, NV",9.60%,308,21.3294,-157.846,36.2333,-115.2654,Urban Honolulu,Las Vegas
2017/4/1,"Urban Honolulu, HI","Washington, DC",9.20%,308,21.3294,-157.846,38.9047,-77.0163,Urban Honolulu,Washington
2017/4/1,"Urban Honolulu, HI","Portland, OR",8.20%,308,21.3294,-157.846,45.5371,-122.65,Urban Honolulu,Portland
2017/4/1,"Urban Honolulu, HI","San Diego, CA",6.10%,308,21.3294,-157.846,32.8313,-117.1222,Urban Honolulu,San Diego
2017/4/1,"Urban Honolulu, HI","San Jose, CA",4.30%,308,21.3294,-157.846,37.3012,-121.848,Urban Honolulu,San Jose
2017/4/1,"Urban Honolulu, HI","Phoenix, AZ",3.40%,308,21.3294,-157.846,33.5722,-112.0892,Urban Honolulu,Phoenix
2017/4/1,"Urban Honolulu, HI","Kahului, HI",2.20%,308,21.3294,-157.846,20.8715,-156.4603,Urban Honolulu,Kahului
2017/4/1,"Urban Honolulu, HI","Sacramento, CA",1.70%,308,21.3294,-157.846,38.5677,-121.4685,Urban Honolulu,Sacramento
2017/4/1,"Virginia Beach, VA","Washington, DC",24.80%,194,36.7335,-76.0435,38.9047,-77.0163,Virginia Beach,Washington
2017/4/1,"Virginia Beach, VA","San Diego, CA",6.80%,194,36.7335,-76.0435,32.8313,-117.1222,Virginia Beach,San Diego
2017/4/1,"Virginia Beach, VA","Richmond, VA",6.70%,194,36.7335,-76.0435,37.5295,-77.4756,Virginia Beach,Richmond
2017/4/1,"Virginia Beach, VA","Seattle, WA",5.60%,194,36.7335,-76.0435,47.6211,-122.3244,Virginia Beach,Seattle
2017/4/1,"Virginia Beach, VA","Los Angeles, CA",4.50%,194,36.7335,-76.0435,34.1141,-118.4068,Virginia Beach,Los Angeles
2017/4/1,"Virginia Beach, VA","Atlanta, GA",3.40%,194,36.7335,-76.0435,33.7628,-84.422,Virginia Beach,Atlanta
2017/4/1,"Virginia Beach, VA","Charlotte, NC",3.10%,194,36.7335,-76.0435,35.2083,-80.8303,Virginia Beach,Charlotte
2017/4/1,"Virginia Beach, VA","Dallas, TX",2.50%,194,36.7335,-76.0435,32.7935,-96.7667,Virginia Beach,Dallas
2017/4/1,"Virginia Beach, VA","Chicago, IL",2.30%,194,36.7335,-76.0435,41.8375,-87.6866,Virginia Beach,Chicago
2017/4/1,"Virginia Beach, VA","Jacksonville, FL",2.30%,194,36.7335,-76.0435,30.3322,-81.6749,Virginia Beach,Jacksonville
2017/4/1,"Washington, DC","Philadelphia, PA",9.30%,-5499,38.9047,-77.0163,40.0077,-75.1339,Washington,Philadelphia
2017/4/1,"Washington, DC","Los Angeles, CA",5.30%,-5499,38.9047,-77.0163,34.1141,-118.4068,Washington,Los Angeles
2017/4/1,"Washington, DC","Miami, FL",4.60%,-5499,38.9047,-77.0163,25.784,-80.2101,Washington,Miami
2017/4/1,"Washington, DC","New York, NY",4.40%,-5499,38.9047,-77.0163,40.6943,-73.9249,Washington,New York
2017/4/1,"Washington, DC","Atlanta, GA",4.30%,-5499,38.9047,-77.0163,33.7628,-84.422,Washington,Atlanta
2017/4/1,"Washington, DC","Richmond, VA",4.30%,-5499,38.9047,-77.0163,37.5295,-77.4756,Washington,Richmond
2017/4/1,"Washington, DC","Boston, MA",4.10%,-5499,38.9047,-77.0163,42.3188,-71.0852,Washington,Boston
2017/4/1,"Washington, DC","Seattle, WA",3.80%,-5499,38.9047,-77.0163,47.6211,-122.3244,Washington,Seattle
2017/4/1,"Washington, DC","Chicago, IL",3.40%,-5499,38.9047,-77.0163,41.8375,-87.6866,Washington,Chicago
2017/4/1,"Washington, DC","Tampa, FL",3.30%,-5499,38.9047,-77.0163,27.9945,-82.4447,Washington,Tampa
2017/7/1,"Albany, NY","Boston, MA",17.30%,54,42.6664,-73.7987,42.3188,-71.0852,Albany,Boston
2017/7/1,"Albany, NY","New York, NY",8.90%,54,42.6664,-73.7987,40.6943,-73.9249,Albany,New York
2017/7/1,"Albany, NY","Washington, DC",8.10%,54,42.6664,-73.7987,38.9047,-77.0163,Albany,Washington
2017/7/1,"Albany, NY","San Jose, CA",7.70%,54,42.6664,-73.7987,37.3012,-121.848,Albany,San Jose
2017/7/1,"Albany, NY","Seattle, WA",6.00%,54,42.6664,-73.7987,47.6211,-122.3244,Albany,Seattle
2017/7/1,"Albany, NY","Los Angeles, CA",5.60%,54,42.6664,-73.7987,34.1141,-118.4068,Albany,Los Angeles
2017/7/1,"Albany, NY","Miami, FL",4.00%,54,42.6664,-73.7987,25.784,-80.2101,Albany,Miami
2017/7/1,"Albuquerque, NM","Los Angeles, CA",12.20%,303,35.1054,-106.6465,34.1141,-118.4068,Albuquerque,Los Angeles
2017/7/1,"Albuquerque, NM","Seattle, WA",7.60%,303,35.1054,-106.6465,47.6211,-122.3244,Albuquerque,Seattle
2017/7/1,"Albuquerque, NM","Denver, CO",7.30%,303,35.1054,-106.6465,39.762,-104.8758,Albuquerque,Denver
2017/7/1,"Albuquerque, NM","San Jose, CA",6.10%,303,35.1054,-106.6465,37.3012,-121.848,Albuquerque,San Jose
2017/7/1,"Albuquerque, NM","Phoenix, AZ",5.80%,303,35.1054,-106.6465,33.5722,-112.0892,Albuquerque,Phoenix
2017/7/1,"Albuquerque, NM","San Diego, CA",5.80%,303,35.1054,-106.6465,32.8313,-117.1222,Albuquerque,San Diego
2017/7/1,"Albuquerque, NM","Dallas, TX",5.80%,303,35.1054,-106.6465,32.7935,-96.7667,Albuquerque,Dallas
2017/7/1,"Albuquerque, NM","Washington, DC",5.50%,303,35.1054,-106.6465,38.9047,-77.0163,Albuquerque,Washington
2017/7/1,"Albuquerque, NM","Portland, OR",5.50%,303,35.1054,-106.6465,45.5371,-122.65,Albuquerque,Portland
2017/7/1,"Albuquerque, NM","Las Vegas, NV",3.30%,303,35.1054,-106.6465,36.2333,-115.2654,Albuquerque,Las Vegas
2017/7/1,"Atlanta, GA","Los Angeles, CA",9.30%,2993,33.7628,-84.422,34.1141,-118.4068,Atlanta,Los Angeles
2017/7/1,"Atlanta, GA","Washington, DC",7.50%,2993,33.7628,-84.422,38.9047,-77.0163,Atlanta,Washington
2017/7/1,"Atlanta, GA","Seattle, WA",6.20%,2993,33.7628,-84.422,47.6211,-122.3244,Atlanta,Seattle
2017/7/1,"Atlanta, GA","Miami, FL",5.90%,2993,33.7628,-84.422,25.784,-80.2101,Atlanta,Miami
2017/7/1,"Atlanta, GA","Chicago, IL",5.80%,2993,33.7628,-84.422,41.8375,-87.6866,Atlanta,Chicago
2017/7/1,"Atlanta, GA","Tampa, FL",3.60%,2993,33.7628,-84.422,27.9945,-82.4447,Atlanta,Tampa
2017/7/1,"Atlanta, GA","Dallas, TX",3.40%,2993,33.7628,-84.422,32.7935,-96.7667,Atlanta,Dallas
2017/7/1,"Atlanta, GA","New York, NY",3.30%,2993,33.7628,-84.422,40.6943,-73.9249,Atlanta,New York
2017/7/1,"Atlanta, GA","Boston, MA",3.20%,2993,33.7628,-84.422,42.3188,-71.0852,Atlanta,Boston
2017/7/1,"Atlanta, GA","San Jose, CA",3.20%,2993,33.7628,-84.422,37.3012,-121.848,Atlanta,San Jose
2017/7/1,"Austin, TX","San Antonio, TX",11.40%,1488,30.3005,-97.7522,29.4632,-98.5238,Austin,San Antonio
2017/7/1,"Austin, TX","Dallas, TX",9.40%,1488,30.3005,-97.7522,32.7935,-96.7667,Austin,Dallas
2017/7/1,"Austin, TX","Houston, TX",6.90%,1488,30.3005,-97.7522,29.786,-95.3885,Austin,Houston
2017/7/1,"Austin, TX","Los Angeles, CA",6.80%,1488,30.3005,-97.7522,34.1141,-118.4068,Austin,Los Angeles
2017/7/1,"Austin, TX","Seattle, WA",6.10%,1488,30.3005,-97.7522,47.6211,-122.3244,Austin,Seattle
2017/7/1,"Austin, TX","San Jose, CA",5.30%,1488,30.3005,-97.7522,37.3012,-121.848,Austin,San Jose
2017/7/1,"Austin, TX","Denver, CO",4.80%,1488,30.3005,-97.7522,39.762,-104.8758,Austin,Denver
2017/7/1,"Austin, TX","Chicago, IL",3.70%,1488,30.3005,-97.7522,41.8375,-87.6866,Austin,Chicago
2017/7/1,"Austin, TX","Portland, OR",3.10%,1488,30.3005,-97.7522,45.5371,-122.65,Austin,Portland
2017/7/1,"Austin, TX","Washington, DC",2.80%,1488,30.3005,-97.7522,38.9047,-77.0163,Austin,Washington
2017/7/1,"Bakersfield, CA","Los Angeles, CA",43.40%,356,35.3529,-119.0359,34.1141,-118.4068,Bakersfield,Los Angeles
2017/7/1,"Bakersfield, CA","San Diego, CA",6.90%,356,35.3529,-119.0359,32.8313,-117.1222,Bakersfield,San Diego
2017/7/1,"Bakersfield, CA","San Luis Obispo, CA",6.60%,356,35.3529,-119.0359,35.2669,-120.669,Bakersfield,San Luis Obispo
2017/7/1,"Bakersfield, CA","Seattle, WA",5.20%,356,35.3529,-119.0359,47.6211,-122.3244,Bakersfield,Seattle
2017/7/1,"Bakersfield, CA","San Jose, CA",4.60%,356,35.3529,-119.0359,37.3012,-121.848,Bakersfield,San Jose
2017/7/1,"Bakersfield, CA","Portland, OR",3.80%,356,35.3529,-119.0359,45.5371,-122.65,Bakersfield,Portland
2017/7/1,"Bakersfield, CA","Sacramento, CA",3.20%,356,35.3529,-119.0359,38.5677,-121.4685,Bakersfield,Sacramento
2017/7/1,"Bellingham, WA","Seattle, WA",77.20%,835,48.7548,-122.469,47.6211,-122.3244,Bellingham,Seattle
2017/7/1,"Bellingham, WA","Portland, OR",3.10%,835,48.7548,-122.469,45.5371,-122.65,Bellingham,Portland
2017/7/1,"Bellingham, WA","Los Angeles, CA",1.70%,835,48.7548,-122.469,34.1141,-118.4068,Bellingham,Los Angeles
2017/7/1,"Boston, MA","Portland, ME",13.60%,2354,42.3188,-71.0852,43.6773,-70.2715,Boston,Portland
2017/7/1,"Boston, MA","Washington, DC",6.90%,2354,42.3188,-71.0852,38.9047,-77.0163,Boston,Washington
2017/7/1,"Boston, MA","New York, NY",6.70%,2354,42.3188,-71.0852,40.6943,-73.9249,Boston,New York
2017/7/1,"Boston, MA","Los Angeles, CA",6.60%,2354,42.3188,-71.0852,34.1141,-118.4068,Boston,Los Angeles
2017/7/1,"Boston, MA","San Jose, CA",5.50%,2354,42.3188,-71.0852,37.3012,-121.848,Boston,San Jose
2017/7/1,"Boston, MA","Miami, FL",5.40%,2354,42.3188,-71.0852,25.784,-80.2101,Boston,Miami
2017/7/1,"Boston, MA","Chicago, IL",4.10%,2354,42.3188,-71.0852,41.8375,-87.6866,Boston,Chicago
2017/7/1,"Boston, MA","Seattle, WA",4.00%,2354,42.3188,-71.0852,47.6211,-122.3244,Boston,Seattle
2017/7/1,"Boston, MA","Tampa, FL",2.80%,2354,42.3188,-71.0852,27.9945,-82.4447,Boston,Tampa
2017/7/1,"Boston, MA","Philadelphia, PA",2.50%,2354,42.3188,-71.0852,40.0077,-75.1339,Boston,Philadelphia
2017/7/1,"Cape Coral, FL","North Port, FL",13.70%,529,26.6443,-81.9957,27.0576,-82.1977,Cape Coral,North Port
2017/7/1,"Cape Coral, FL","Chicago, IL",8.80%,529,26.6443,-81.9957,41.8375,-87.6866,Cape Coral,Chicago
2017/7/1,"Cape Coral, FL","Miami, FL",8.40%,529,26.6443,-81.9957,25.784,-80.2101,Cape Coral,Miami
2017/7/1,"Cape Coral, FL","New York, NY",4.90%,529,26.6443,-81.9957,40.6943,-73.9249,Cape Coral,New York
2017/7/1,"Cape Coral, FL","Washington, DC",4.60%,529,26.6443,-81.9957,38.9047,-77.0163,Cape Coral,Washington
2017/7/1,"Cape Coral, FL","Los Angeles, CA",4.60%,529,26.6443,-81.9957,34.1141,-118.4068,Cape Coral,Los Angeles
2017/7/1,"Cape Coral, FL","Orlando, FL",4.60%,529,26.6443,-81.9957,28.4773,-81.337,Cape Coral,Orlando
2017/7/1,"Cape Coral, FL","Seattle, WA",3.90%,529,26.6443,-81.9957,47.6211,-122.3244,Cape Coral,Seattle
2017/7/1,"Cape Coral, FL","Tampa, FL",3.90%,529,26.6443,-81.9957,27.9945,-82.4447,Cape Coral,Tampa
2017/7/1,"Charleston, SC","Washington, DC",10.40%,230,32.8168,-79.9687,38.9047,-77.0163,Charleston,Washington
2017/7/1,"Charleston, SC","Seattle, WA",6.60%,230,32.8168,-79.9687,47.6211,-122.3244,Charleston,Seattle
2017/7/1,"Charleston, SC","Charlotte, NC",5.40%,230,32.8168,-79.9687,35.2083,-80.8303,Charleston,Charlotte
2017/7/1,"Charleston, SC","Los Angeles, CA",5.00%,230,32.8168,-79.9687,34.1141,-118.4068,Charleston,Los Angeles
2017/7/1,"Charleston, SC","Atlanta, GA",5.00%,230,32.8168,-79.9687,33.7628,-84.422,Charleston,Atlanta
2017/7/1,"Charleston, SC","Greenville, SC",4.20%,230,32.8168,-79.9687,34.8354,-82.3646,Charleston,Greenville
2017/7/1,"Charleston, SC","Nashville, TN",3.90%,230,32.8168,-79.9687,36.1715,-86.7842,Charleston,Nashville
2017/7/1,"Charlotte, NC","Washington, DC",9.50%,1273,35.2083,-80.8303,38.9047,-77.0163,Charlotte,Washington
2017/7/1,"Charlotte, NC","Raleigh, NC",8.50%,1273,35.2083,-80.8303,35.8324,-78.6429,Charlotte,Raleigh
2017/7/1,"Charlotte, NC","Atlanta, GA",7.90%,1273,35.2083,-80.8303,33.7628,-84.422,Charlotte,Atlanta
2017/7/1,"Charlotte, NC","Los Angeles, CA",5.90%,1273,35.2083,-80.8303,34.1141,-118.4068,Charlotte,Los Angeles
2017/7/1,"Charlotte, NC","Greensboro, NC",4.90%,1273,35.2083,-80.8303,36.0956,-79.8271,Charlotte,Greensboro
2017/7/1,"Charlotte, NC","Charleston, SC",4.20%,1273,35.2083,-80.8303,32.8168,-79.9687,Charlotte,Charleston
2017/7/1,"Charlotte, NC","Asheville, NC",4.20%,1273,35.2083,-80.8303,35.5707,-82.5537,Charlotte,Asheville
2017/7/1,"Charlotte, NC","Seattle, WA",3.80%,1273,35.2083,-80.8303,47.6211,-122.3244,Charlotte,Seattle
2017/7/1,"Charlotte, NC","New York, NY",3.60%,1273,35.2083,-80.8303,40.6943,-73.9249,Charlotte,New York
2017/7/1,"Charlotte, NC","Chicago, IL",3.20%,1273,35.2083,-80.8303,41.8375,-87.6866,Charlotte,Chicago
2017/7/1,"Chicago, IL","Los Angeles, CA",6.40%,-2125,41.8375,-87.6866,34.1141,-118.4068,Chicago,Los Angeles
2017/7/1,"Chicago, IL","Phoenix, AZ",5.40%,-2125,41.8375,-87.6866,33.5722,-112.0892,Chicago,Phoenix
2017/7/1,"Chicago, IL","Milwaukee, WI",5.10%,-2125,41.8375,-87.6866,43.0642,-87.9675,Chicago,Milwaukee
2017/7/1,"Chicago, IL","South Bend, IN",4.20%,-2125,41.8375,-87.6866,41.6767,-86.2696,Chicago,South Bend
2017/7/1,"Chicago, IL","Denver, CO",3.90%,-2125,41.8375,-87.6866,39.762,-104.8758,Chicago,Denver
2017/7/1,"Chicago, IL","Seattle, WA",3.30%,-2125,41.8375,-87.6866,47.6211,-122.3244,Chicago,Seattle
2017/7/1,"Chicago, IL","Dallas, TX",3.20%,-2125,41.8375,-87.6866,32.7935,-96.7667,Chicago,Dallas
2017/7/1,"Chicago, IL","San Jose, CA",3.10%,-2125,41.8375,-87.6866,37.3012,-121.848,Chicago,San Jose
2017/7/1,"Chicago, IL","Atlanta, GA",3.10%,-2125,41.8375,-87.6866,33.7628,-84.422,Chicago,Atlanta
2017/7/1,"Chicago, IL","Nashville, TN",2.90%,-2125,41.8375,-87.6866,36.1715,-86.7842,Chicago,Nashville
2017/7/1,"Dallas, TX","Los Angeles, CA",9.80%,1873,32.7935,-96.7667,34.1141,-118.4068,Dallas,Los Angeles
2017/7/1,"Dallas, TX","Austin, TX",9.10%,1873,32.7935,-96.7667,30.3005,-97.7522,Dallas,Austin
2017/7/1,"Dallas, TX","Houston, TX",7.80%,1873,32.7935,-96.7667,29.786,-95.3885,Dallas,Houston
2017/7/1,"Dallas, TX","Seattle, WA",6.10%,1873,32.7935,-96.7667,47.6211,-122.3244,Dallas,Seattle
2017/7/1,"Dallas, TX","Chicago, IL",5.40%,1873,32.7935,-96.7667,41.8375,-87.6866,Dallas,Chicago
2017/7/1,"Dallas, TX","San Jose, CA",4.50%,1873,32.7935,-96.7667,37.3012,-121.848,Dallas,San Jose
2017/7/1,"Dallas, TX","Denver, CO",4.00%,1873,32.7935,-96.7667,39.762,-104.8758,Dallas,Denver
2017/7/1,"Dallas, TX","Washington, DC",3.70%,1873,32.7935,-96.7667,38.9047,-77.0163,Dallas,Washington
2017/7/1,"Dallas, TX","San Antonio, TX",3.50%,1873,32.7935,-96.7667,29.4632,-98.5238,Dallas,San Antonio
2017/7/1,"Dallas, TX","New York, NY",2.60%,1873,32.7935,-96.7667,40.6943,-73.9249,Dallas,New York
2017/7/1,"Denver, CO","Colorado Springs, CO",11.70%,-163,39.762,-104.8758,38.8674,-104.7605,Denver,Colorado Springs
2017/7/1,"Denver, CO","Chicago, IL",11.60%,-163,39.762,-104.8758,41.8375,-87.6866,Denver,Chicago
2017/7/1,"Denver, CO","Fort Collins, CO",10.60%,-163,39.762,-104.8758,40.5477,-105.0656,Denver,Fort Collins
2017/7/1,"Denver, CO","Los Angeles, CA",5.40%,-163,39.762,-104.8758,34.1141,-118.4068,Denver,Los Angeles
2017/7/1,"Denver, CO","Seattle, WA",4.70%,-163,39.762,-104.8758,47.6211,-122.3244,Denver,Seattle
2017/7/1,"Denver, CO","Phoenix, AZ",4.70%,-163,39.762,-104.8758,33.5722,-112.0892,Denver,Phoenix
2017/7/1,"Denver, CO","San Jose, CA",3.00%,-163,39.762,-104.8758,37.3012,-121.848,Denver,San Jose
2017/7/1,"Denver, CO","Washington, DC",2.70%,-163,39.762,-104.8758,38.9047,-77.0163,Denver,Washington
2017/7/1,"Denver, CO","San Diego, CA",2.60%,-163,39.762,-104.8758,32.8313,-117.1222,Denver,San Diego
2017/7/1,"Denver, CO","Dallas, TX",2.50%,-163,39.762,-104.8758,32.7935,-96.7667,Denver,Dallas
2017/7/1,"Detroit, MI","Chicago, IL",26.80%,-322,42.3834,-83.1024,41.8375,-87.6866,Detroit,Chicago
2017/7/1,"Detroit, MI","Grand Rapids, MI",7.80%,-322,42.3834,-83.1024,42.9619,-85.6562,Detroit,Grand Rapids
2017/7/1,"Detroit, MI","Los Angeles, CA",5.70%,-322,42.3834,-83.1024,34.1141,-118.4068,Detroit,Los Angeles
2017/7/1,"Detroit, MI","Seattle, WA",5.40%,-322,42.3834,-83.1024,47.6211,-122.3244,Detroit,Seattle
2017/7/1,"Detroit, MI","Phoenix, AZ",3.20%,-322,42.3834,-83.1024,33.5722,-112.0892,Detroit,Phoenix
2017/7/1,"Detroit, MI","Washington, DC",3.00%,-322,42.3834,-83.1024,38.9047,-77.0163,Detroit,Washington
2017/7/1,"Detroit, MI","Atlanta, GA",2.90%,-322,42.3834,-83.1024,33.7628,-84.422,Detroit,Atlanta
2017/7/1,"Detroit, MI","San Jose, CA",2.40%,-322,42.3834,-83.1024,37.3012,-121.848,Detroit,San Jose
2017/7/1,"Detroit, MI","Denver, CO",2.20%,-322,42.3834,-83.1024,39.762,-104.8758,Detroit,Denver
2017/7/1,"Detroit, MI","Miami, FL",2.20%,-322,42.3834,-83.1024,25.784,-80.2101,Detroit,Miami
2017/7/1,"Fresno, CA","Los Angeles, CA",20.70%,297,36.783,-119.7939,34.1141,-118.4068,Fresno,Los Angeles
2017/7/1,"Fresno, CA","San Jose, CA",16.40%,297,36.783,-119.7939,37.3012,-121.848,Fresno,San Jose
2017/7/1,"Fresno, CA","Sacramento, CA",13.30%,297,36.783,-119.7939,38.5677,-121.4685,Fresno,Sacramento
2017/7/1,"Fresno, CA","Modesto, CA",8.10%,297,36.783,-119.7939,37.6375,-121.0028,Fresno,Modesto
2017/7/1,"Fresno, CA","San Diego, CA",5.90%,297,36.783,-119.7939,32.8313,-117.1222,Fresno,San Diego
2017/7/1,"Fresno, CA","San Luis Obispo, CA",5.50%,297,36.783,-119.7939,35.2669,-120.669,Fresno,San Luis Obispo
2017/7/1,"Fresno, CA","Seattle, WA",5.20%,297,36.783,-119.7939,47.6211,-122.3244,Fresno,Seattle
2017/7/1,"Fresno, CA","Portland, OR",4.10%,297,36.783,-119.7939,45.5371,-122.65,Fresno,Portland
2017/7/1,"Fresno, CA","Phoenix, AZ",1.70%,297,36.783,-119.7939,33.5722,-112.0892,Fresno,Phoenix
2017/7/1,"Houston, TX","Austin, TX",20.80%,-328,29.786,-95.3885,30.3005,-97.7522,Houston,Austin
2017/7/1,"Houston, TX","San Antonio, TX",11.00%,-328,29.786,-95.3885,29.4632,-98.5238,Houston,San Antonio
2017/7/1,"Houston, TX","Dallas, TX",7.80%,-328,29.786,-95.3885,32.7935,-96.7667,Houston,Dallas
2017/7/1,"Houston, TX","Los Angeles, CA",6.40%,-328,29.786,-95.3885,34.1141,-118.4068,Houston,Los Angeles
2017/7/1,"Houston, TX","Chicago, IL",5.50%,-328,29.786,-95.3885,41.8375,-87.6866,Houston,Chicago
2017/7/1,"Houston, TX","Seattle, WA",5.20%,-328,29.786,-95.3885,47.6211,-122.3244,Houston,Seattle
2017/7/1,"Houston, TX","San Jose, CA",4.30%,-328,29.786,-95.3885,37.3012,-121.848,Houston,San Jose
2017/7/1,"Houston, TX","Denver, CO",3.80%,-328,29.786,-95.3885,39.762,-104.8758,Houston,Denver
2017/7/1,"Houston, TX","Washington, DC",2.90%,-328,29.786,-95.3885,38.9047,-77.0163,Houston,Washington
2017/7/1,"Houston, TX","San Diego, CA",2.10%,-328,29.786,-95.3885,32.8313,-117.1222,Houston,San Diego
2017/7/1,"Indianapolis, IN","Chicago, IL",25.50%,204,39.7771,-86.1458,41.8375,-87.6866,Indianapolis,Chicago
2017/7/1,"Indianapolis, IN","Washington, DC",5.90%,204,39.7771,-86.1458,38.9047,-77.0163,Indianapolis,Washington
2017/7/1,"Indianapolis, IN","Los Angeles, CA",5.60%,204,39.7771,-86.1458,34.1141,-118.4068,Indianapolis,Los Angeles
2017/7/1,"Indianapolis, IN","Seattle, WA",5.50%,204,39.7771,-86.1458,47.6211,-122.3244,Indianapolis,Seattle
2017/7/1,"Indianapolis, IN","Phoenix, AZ",3.10%,204,39.7771,-86.1458,33.5722,-112.0892,Indianapolis,Phoenix
2017/7/1,"Indianapolis, IN","San Diego, CA",3.00%,204,39.7771,-86.1458,32.8313,-117.1222,Indianapolis,San Diego
2017/7/1,"Indianapolis, IN","Nashville, TN",2.80%,204,39.7771,-86.1458,36.1715,-86.7842,Indianapolis,Nashville
2017/7/1,"Indianapolis, IN","Denver, CO",2.50%,204,39.7771,-86.1458,39.762,-104.8758,Indianapolis,Denver
2017/7/1,"Indianapolis, IN","Miami, FL",2.50%,204,39.7771,-86.1458,25.784,-80.2101,Indianapolis,Miami
2017/7/1,"Indianapolis, IN","Cape Coral, FL",2.50%,204,39.7771,-86.1458,26.6443,-81.9957,Indianapolis,Cape Coral
2017/7/1,"Jacksonville, FL","Washington, DC",9.10%,539,30.3322,-81.6749,38.9047,-77.0163,Jacksonville,Washington
2017/7/1,"Jacksonville, FL","Seattle, WA",8.80%,539,30.3322,-81.6749,47.6211,-122.3244,Jacksonville,Seattle
2017/7/1,"Jacksonville, FL","Atlanta, GA",8.20%,539,30.3322,-81.6749,33.7628,-84.422,Jacksonville,Atlanta
2017/7/1,"Jacksonville, FL","Orlando, FL",7.60%,539,30.3322,-81.6749,28.4773,-81.337,Jacksonville,Orlando
2017/7/1,"Jacksonville, FL","Miami, FL",7.10%,539,30.3322,-81.6749,25.784,-80.2101,Jacksonville,Miami
2017/7/1,"Jacksonville, FL","Chicago, IL",5.30%,539,30.3322,-81.6749,41.8375,-87.6866,Jacksonville,Chicago
2017/7/1,"Jacksonville, FL","New York, NY",5.00%,539,30.3322,-81.6749,40.6943,-73.9249,Jacksonville,New York
2017/7/1,"Jacksonville, FL","Los Angeles, CA",5.00%,539,30.3322,-81.6749,34.1141,-118.4068,Jacksonville,Los Angeles
2017/7/1,"Jacksonville, FL","Denver, CO",4.10%,539,30.3322,-81.6749,39.762,-104.8758,Jacksonville,Denver
2017/7/1,"Jacksonville, FL","San Jose, CA",3.20%,539,30.3322,-81.6749,37.3012,-121.848,Jacksonville,San Jose
2017/7/1,"Knoxville, TN","Nashville, TN",22.50%,14,35.9692,-83.9496,36.1715,-86.7842,Knoxville,Nashville
2017/7/1,"Las Vegas, NV","Los Angeles, CA",27.40%,3837,36.2333,-115.2654,34.1141,-118.4068,Las Vegas,Los Angeles
2017/7/1,"Las Vegas, NV","San Diego, CA",7.40%,3837,36.2333,-115.2654,32.8313,-117.1222,Las Vegas,San Diego
2017/7/1,"Las Vegas, NV","Seattle, WA",6.50%,3837,36.2333,-115.2654,47.6211,-122.3244,Las Vegas,Seattle
2017/7/1,"Las Vegas, NV","San Jose, CA",6.20%,3837,36.2333,-115.2654,37.3012,-121.848,Las Vegas,San Jose
2017/7/1,"Las Vegas, NV","Phoenix, AZ",3.60%,3837,36.2333,-115.2654,33.5722,-112.0892,Las Vegas,Phoenix
2017/7/1,"Las Vegas, NV","Chicago, IL",3.30%,3837,36.2333,-115.2654,41.8375,-87.6866,Las Vegas,Chicago
