date,city,state,netflow,lat,lon
2019/7/1,Seattle,WA,-1336,47.6211,-122.3244
2019/7/1,Denver,CO,-3241,39.762,-104.8758
2019/7/1,Chicago,IL,-3974,41.8375,-87.6866
2019/7/1,Washington,DC,-8681,38.9047,-77.0163
2019/7/1,Los Angeles,CA,-17176,34.1141,-118.4068
2019/7/1,San Jose,CA,-26988,37.3012,-121.848
2019/7/1,New York,NY,-35120,40.6943,-73.9249
2019/10/1,Phoenix,AZ,6509,33.5722,-112.0892
2019/10/1,Sacramento,CA,5675,38.5677,-121.4685
2019/10/1,Las Vegas,NV,5660,36.2333,-115.2654
2019/10/1,Atlanta,GA,5377,33.7628,-84.422
2019/10/1,Austin,TX,4038,30.3005,-97.7522
2019/10/1,Dallas,TX,3420,32.7935,-96.7667
2019/10/1,Portland,OR,3402,45.5371,-122.65
2019/10/1,Tampa,FL,2904,27.9945,-82.4447
2019/10/1,Boston,MA,2874,42.3188,-71.0852
2019/10/1,Nashville,TN,2864,36.1715,-86.7842
2019/10/1,Charlotte,NC,2489,35.2083,-80.8303
2019/10/1,San Diego,CA,2347,32.8313,-117.1222
2019/10/1,Raleigh,NC,2138,35.8324,-78.6429
2019/10/1,Cape Coral,FL,1852,26.6443,-81.9957
2019/10/1,Orlando,FL,1841,28.4773,-81.337
2019/10/1,Miami,FL,1696,25.784,-80.2101
2019/10/1,Seattle,WA,1576,47.6211,-122.3244
2019/10/1,San Antonio,TX,1468,29.4632,-98.5238
2019/10/1,North Port,FL,1333,27.0576,-82.1977
2019/10/1,Jacksonville,FL,1064,30.3322,-81.6749
2019/10/1,Salt Lake City,UT,834,40.7776,-111.9311
2019/10/1,Urban Honolulu,HI,807,21.3294,-157.846
2019/10/1,San Luis Obispo,CA,799,35.2669,-120.669
2019/10/1,Charleston,SC,789,32.8168,-79.9687
2019/10/1,Philadelphia,PA,745,40.0077,-75.1339
2019/10/1,Albuquerque,NM,650,35.1054,-106.6465
2019/10/1,Minneapolis,MN,622,44.9635,-93.2678
2019/10/1,Bakersfield,CA,545,35.3529,-119.0359
2019/10/1,Virginia Beach,VA,475,36.7335,-76.0435
2019/10/1,Salinas,CA,339,36.6883,-121.6317
2019/10/1,Fresno,CA,215,36.783,-119.7939
2019/10/1,Albany,NY,95,42.6664,-73.7987
2019/10/1,Knoxville,TN,55,35.9692,-83.9496
2019/10/1,Bellingham,WA,-11,48.7548,-122.469
2019/10/1,Indianapolis,IN,-481,39.7771,-86.1458
2019/10/1,Detroit,MI,-524,42.3834,-83.1024
2019/10/1,Houston,TX,-558,29.786,-95.3885
2019/10/1,Milwaukee,WI,-1030,43.0642,-87.9675
2019/10/1,Denver,CO,-3004,39.762,-104.8758
2019/10/1,Chicago,IL,-3616,41.8375,-87.6866
2019/10/1,Washington,DC,-6339,38.9047,-77.0163
2019/10/1,Los Angeles,CA,-16271,34.1141,-118.4068
2019/10/1,New York,NY,-28500,40.6943,-73.9249
2019/10/1,San Jose,CA,-28560,37.3012,-121.848
2020/1/1,Phoenix,AZ,8847,33.5722,-112.0892
2020/1/1,Las Vegas,NV,6821,36.2333,-115.2654
2020/1/1,Atlanta,GA,6181,33.7628,-84.422
2020/1/1,Sacramento,CA,5813,38.5677,-121.4685
2020/1/1,Austin,TX,5013,30.3005,-97.7522
2020/1/1,Dallas,TX,4509,32.7935,-96.7667
2020/1/1,Tampa,FL,4089,27.9945,-82.4447
2020/1/1,Nashville,TN,3477,36.1715,-86.7842
2020/1/1,Charlotte,NC,3062,35.2083,-80.8303
2020/1/1,Miami,FL,2883,25.784,-80.2101
2020/1/1,Cape Coral,FL,2761,26.6443,-81.9957
2020/1/1,Raleigh,NC,2563,35.8324,-78.6429
2020/1/1,Orlando,FL,2505,28.4773,-81.337
2020/1/1,San Diego,CA,2463,32.8313,-117.1222
2020/1/1,Portland,OR,1858,45.5371,-122.65
2020/1/1,San Antonio,TX,1856,29.4632,-98.5238
2020/1/1,North Port,FL,1776,27.0576,-82.1977
2020/1/1,Jacksonville,FL,1452,30.3322,-81.6749
2020/1/1,Charleston,SC,989,32.8168,-79.9687
2020/1/1,Philadelphia,PA,953,40.0077,-75.1339
2020/1/1,San Luis Obispo,CA,946,35.2669,-120.669
2020/1/1,Urban Honolulu,HI,799,21.3294,-157.846
2020/1/1,Bakersfield,CA,785,35.3529,-119.0359
2020/1/1,Salt Lake City,UT,750,40.7776,-111.9311
2020/1/1,Albuquerque,NM,598,35.1054,-106.6465
2020/1/1,Virginia Beach,VA,535,36.7335,-76.0435
2020/1/1,Minneapolis,MN,473,44.9635,-93.2678
2020/1/1,Fresno,CA,407,36.783,-119.7939
2020/1/1,Salinas,CA,310,36.6883,-121.6317
2020/1/1,Albany,NY,154,42.6664,-73.7987
2020/1/1,Knoxville,TN,94,35.9692,-83.9496
2020/1/1,Houston,TX,-333,29.786,-95.3885
2020/1/1,Boston,MA,-540,42.3188,-71.0852
2020/1/1,Bellingham,WA,-608,48.7548,-122.469
2020/1/1,Indianapolis,IN,-655,39.7771,-86.1458
2020/1/1,Detroit,MI,-805,42.3834,-83.1024
2020/1/1,Milwaukee,WI,-1357,43.0642,-87.9675
2020/1/1,Denver,CO,-3623,39.762,-104.8758
2020/1/1,Seattle,WA,-3890,47.6211,-122.3244
2020/1/1,Chicago,IL,-3978,41.8375,-87.6866
2020/1/1,Washington,DC,-7363,38.9047,-77.0163
2020/1/1,Los Angeles,CA,-16525,34.1141,-118.4068
2020/1/1,San Jose,CA,-27624,37.3012,-121.848
2020/1/1,New York,NY,-31852,40.6943,-73.9249
2020/4/1,Phoenix,AZ,9428,33.5722,-112.0892
2020/4/1,Sacramento,CA,8935,38.5677,-121.4685
2020/4/1,Las Vegas,NV,7136,36.2333,-115.2654
2020/4/1,Austin,TX,6770,30.3005,-97.7522
2020/4/1,Atlanta,GA,6680,33.7628,-84.422
2020/4/1,Dallas,TX,5605,32.7935,-96.7667
2020/4/1,Tampa,FL,4955,27.9945,-82.4447
2020/4/1,Miami,FL,4279,25.784,-80.2101
2020/4/1,Nashville,TN,3616,36.1715,-86.7842
2020/4/1,Charlotte,NC,3380,35.2083,-80.8303
2020/4/1,Raleigh,NC,2980,35.8324,-78.6429
2020/4/1,Orlando,FL,2776,28.4773,-81.337
2020/4/1,Cape Coral,FL,2775,26.6443,-81.9957
2020/4/1,San Antonio,TX,2447,29.4632,-98.5238
2020/4/1,North Port,FL,2159,27.0576,-82.1977
2020/4/1,Portland,OR,1820,45.5371,-122.65
2020/4/1,Jacksonville,FL,1767,30.3322,-81.6749
2020/4/1,Charleston,SC,1434,32.8168,-79.9687
2020/4/1,San Luis Obispo,CA,1319,35.2669,-120.669
2020/4/1,Salt Lake City,UT,1195,40.7776,-111.9311
2020/4/1,Bakersfield,CA,1163,35.3529,-119.0359
2020/4/1,Philadelphia,PA,1119,40.0077,-75.1339
2020/4/1,Urban Honolulu,HI,941,21.3294,-157.846
2020/4/1,Virginia Beach,VA,932,36.7335,-76.0435
2020/4/1,San Diego,CA,784,32.8313,-117.1222
2020/4/1,Albuquerque,NM,696,35.1054,-106.6465
2020/4/1,Minneapolis,MN,588,44.9635,-93.2678
2020/4/1,Knoxville,TN,383,35.9692,-83.9496
2020/4/1,Fresno,CA,355,36.783,-119.7939
2020/4/1,Salinas,CA,341,36.6883,-121.6317
2020/4/1,Houston,TX,293,29.786,-95.3885
2020/4/1,Albany,NY,128,42.6664,-73.7987
2020/4/1,Indianapolis,IN,-734,39.7771,-86.1458
2020/4/1,Bellingham,WA,-807,48.7548,-122.469
2020/4/1,Detroit,MI,-905,42.3834,-83.1024
2020/4/1,Milwaukee,WI,-1553,43.0642,-87.9675
2020/4/1,Boston,MA,-2864,42.3188,-71.0852
2020/4/1,Denver,CO,-4943,39.762,-104.8758
2020/4/1,Seattle,WA,-6007,47.6211,-122.3244
2020/4/1,Chicago,IL,-6697,41.8375,-87.6866
2020/4/1,Washington,DC,-10550,38.9047,-77.0163
2020/4/1,Los Angeles,CA,-17041,34.1141,-118.4068
2020/4/1,San Jose,CA,-31788,37.3012,-121.848
2020/4/1,New York,NY,-33963,40.6943,-73.9249
2020/7/1,Sacramento,CA,11837,38.5677,-121.4685
2020/7/1,Austin,TX,8599,30.3005,-97.7522
2020/7/1,Las Vegas,NV,8465,36.2333,-115.2654
2020/7/1,Phoenix,AZ,8339,33.5722,-112.0892
2020/7/1,Atlanta,GA,7236,33.7628,-84.422
2020/7/1,Dallas,TX,6620,32.7935,-96.7667
2020/7/1,Nashville,TN,4990,36.1715,-86.7842
2020/7/1,Tampa,FL,4896,27.9945,-82.4447
2020/7/1,Charlotte,NC,4071,35.2083,-80.8303
2020/7/1,Miami,FL,3889,25.784,-80.2101
2020/7/1,Raleigh,NC,3740,35.8324,-78.6429
2020/7/1,Cape Coral,FL,3583,26.6443,-81.9957
2020/7/1,Orlando,FL,3565,28.4773,-81.337
2020/7/1,Portland,OR,3191,45.5371,-122.65
2020/7/1,San Antonio,TX,2935,29.4632,-98.5238
2020/7/1,North Port,FL,2893,27.0576,-82.1977
2020/7/1,Philadelphia,PA,2549,40.0077,-75.1339
2020/7/1,Salt Lake City,UT,2412,40.7776,-111.9311
2020/7/1,Jacksonville,FL,2024,30.3322,-81.6749
2020/7/1,San Luis Obispo,CA,1782,35.2669,-120.669
2020/7/1,Charleston,SC,1606,32.8168,-79.9687
2020/7/1,Virginia Beach,VA,1494,36.7335,-76.0435
2020/7/1,Bakersfield,CA,1480,35.3529,-119.0359
2020/7/1,Urban Honolulu,HI,1312,21.3294,-157.846
2020/7/1,Albuquerque,NM,962,35.1054,-106.6465
2020/7/1,Minneapolis,MN,929,44.9635,-93.2678
2020/7/1,Salinas,CA,688,36.6883,-121.6317
2020/7/1,Knoxville,TN,590,35.9692,-83.9496
2020/7/1,Boston,MA,425,42.3188,-71.0852
2020/7/1,Albany,NY,350,42.6664,-73.7987
2020/7/1,Fresno,CA,325,36.783,-119.7939
2020/7/1,Bellingham,WA,-130,48.7548,-122.469
2020/7/1,Houston,TX,-596,29.786,-95.3885
2020/7/1,Detroit,MI,-897,42.3834,-83.1024
2020/7/1,San Diego,CA,-928,32.8313,-117.1222
2020/7/1,Indianapolis,IN,-1630,39.7771,-86.1458
2020/7/1,Milwaukee,WI,-2595,43.0642,-87.9675
2020/7/1,Seattle,WA,-4190,47.6211,-122.3244
2020/7/1,Denver,CO,-5825,39.762,-104.8758
2020/7/1,Chicago,IL,-6257,41.8375,-87.6866
2020/7/1,Washington,DC,-14180,38.9047,-77.0163
2020/7/1,Los Angeles,CA,-23727,34.1141,-118.4068
2020/7/1,San Jose,CA,-43592,37.3012,-121.848
2020/7/1,New York,NY,-48175,40.6943,-73.9249
2020/10/1,Austin,TX,10268,30.3005,-97.7522
2020/10/1,Las Vegas,NV,9467,36.2333,-115.2654
2020/10/1,Phoenix,AZ,9414,33.5722,-112.0892
2020/10/1,Sacramento,CA,9283,38.5677,-121.4685
2020/10/1,Dallas,TX,8017,32.7935,-96.7667
2020/10/1,Atlanta,GA,7753,33.7628,-84.422
2020/10/1,Nashville,TN,5514,36.1715,-86.7842
2020/10/1,Tampa,FL,4933,27.9945,-82.4447
2020/10/1,Cape Coral,FL,4241,26.6443,-81.9957
2020/10/1,Miami,FL,4204,25.784,-80.2101
2020/10/1,Charlotte,NC,3840,35.2083,-80.8303
2020/10/1,Orlando,FL,3617,28.4773,-81.337
2020/10/1,North Port,FL,3016,27.0576,-82.1977
2020/10/1,Raleigh,NC,3005,35.8324,-78.6429
2020/10/1,San Antonio,TX,2738,29.4632,-98.5238
2020/10/1,Philadelphia,PA,2701,40.0077,-75.1339
2020/10/1,Salt Lake City,UT,2446,40.7776,-111.9311
2020/10/1,Portland,OR,2259,45.5371,-122.65
2020/10/1,Jacksonville,FL,2019,30.3322,-81.6749
2020/10/1,Charleston,SC,1481,32.8168,-79.9687
2020/10/1,Urban Honolulu,HI,1441,21.3294,-157.846
2020/10/1,Virginia Beach,VA,1418,36.7335,-76.0435
2020/10/1,Bakersfield,CA,1342,35.3529,-119.0359
2020/10/1,San Luis Obispo,CA,1325,35.2669,-120.669
2020/10/1,Albuquerque,NM,964,35.1054,-106.6465
2020/10/1,Minneapolis,MN,928,44.9635,-93.2678
2020/10/1,Knoxville,TN,588,35.9692,-83.9496
2020/10/1,Houston,TX,587,29.786,-95.3885
2020/10/1,Salinas,CA,447,36.6883,-121.6317
2020/10/1,Albany,NY,439,42.6664,-73.7987
2020/10/1,Fresno,CA,275,36.783,-119.7939
2020/10/1,Bellingham,WA,-624,48.7548,-122.469
2020/10/1,Detroit,MI,-1052,42.3834,-83.1024
2020/10/1,Boston,MA,-1113,42.3188,-71.0852
2020/10/1,Indianapolis,IN,-1748,39.7771,-86.1458
2020/10/1,San Diego,CA,-2847,32.8313,-117.1222
2020/10/1,Milwaukee,WI,-2919,43.0642,-87.9675
2020/10/1,Seattle,WA,-3087,47.6211,-122.3244
2020/10/1,Denver,CO,-5993,39.762,-104.8758
2020/10/1,Chicago,IL,-6163,41.8375,-87.6866
2020/10/1,Washington,DC,-12417,38.9047,-77.0163
2020/10/1,Los Angeles,CA,-24139,34.1141,-118.4068
2020/10/1,San Jose,CA,-41741,37.3012,-121.848
2020/10/1,New York,NY,-43765,40.6943,-73.9249
2021/1/1,Phoenix,AZ,12391,33.5722,-112.0892
2021/1/1,Austin,TX,10953,30.3005,-97.7522
2021/1/1,Las Vegas,NV,10939,36.2333,-115.2654
2021/1/1,Dallas,TX,9178,32.7935,-96.7667
2021/1/1,Atlanta,GA,8855,33.7628,-84.422
2021/1/1,Miami,FL,8846,25.784,-80.2101
2021/1/1,Sacramento,CA,8748,38.5677,-121.4685
2021/1/1,Tampa,FL,7621,27.9945,-82.4447
2021/1/1,Cape Coral,FL,6894,26.6443,-81.9957
2021/1/1,Orlando,FL,6350,28.4773,-81.337
2021/1/1,North Port,FL,5208,27.0576,-82.1977
2021/1/1,Nashville,TN,5201,36.1715,-86.7842
2021/1/1,Charlotte,NC,4159,35.2083,-80.8303
2021/1/1,San Antonio,TX,3980,29.4632,-98.5238
2021/1/1,Raleigh,NC,3564,35.8324,-78.6429
2021/1/1,Jacksonville,FL,2924,30.3322,-81.6749
2021/1/1,Houston,TX,2220,29.786,-95.3885
2021/1/1,Urban Honolulu,HI,2062,21.3294,-157.846
2021/1/1,Bakersfield,CA,1975,35.3529,-119.0359
2021/1/1,San Luis Obispo,CA,1689,35.2669,-120.669
2021/1/1,Charleston,SC,1678,32.8168,-79.9687
2021/1/1,Philadelphia,PA,1675,40.0077,-75.1339
2021/1/1,Virginia Beach,VA,1675,36.7335,-76.0435
2021/1/1,Salt Lake City,UT,1206,40.7776,-111.9311
2021/1/1,Knoxville,TN,1104,35.9692,-83.9496
2021/1/1,Albuquerque,NM,1049,35.1054,-106.6465
2021/1/1,San Diego,CA,686,32.8313,-117.1222
2021/1/1,Portland,OR,672,45.5371,-122.65
2021/1/1,Minneapolis,MN,623,44.9635,-93.2678
2021/1/1,Fresno,CA,395,36.783,-119.7939
2021/1/1,Albany,NY,382,42.6664,-73.7987
2021/1/1,Salinas,CA,281,36.6883,-121.6317
2021/1/1,Bellingham,WA,-1148,48.7548,-122.469
2021/1/1,Detroit,MI,-1976,42.3834,-83.1024
2021/1/1,Indianapolis,IN,-2363,39.7771,-86.1458
2021/1/1,Milwaukee,WI,-3155,43.0642,-87.9675
2021/1/1,Boston,MA,-4629,42.3188,-71.0852
2021/1/1,Denver,CO,-8403,39.762,-104.8758
2021/1/1,Chicago,IL,-8713,41.8375,-87.6866
2021/1/1,Seattle,WA,-9770,47.6211,-122.3244
2021/1/1,Washington,DC,-16570,38.9047,-77.0163
2021/1/1,Los Angeles,CA,-28115,34.1141,-118.4068
2021/1/1,San Jose,CA,-40562,37.3012,-121.848
2021/1/1,New York,NY,-48416,40.6943,-73.9249
2021/4/1,Phoenix,AZ,11450,33.5722,-112.0892
2021/4/1,Las Vegas,NV,10920,36.2333,-115.2654
2021/4/1,Sacramento,CA,9910,38.5677,-121.4685
2021/4/1,Miami,FL,9834,25.784,-80.2101
2021/4/1,Tampa,FL,7969,27.9945,-82.4447
2021/4/1,Atlanta,GA,7773,33.7628,-84.422
2021/4/1,Austin,TX,7731,30.3005,-97.7522
2021/4/1,Dallas,TX,7493,32.7935,-96.7667
2021/4/1,Cape Coral,FL,6477,26.6443,-81.9957
2021/4/1,Orlando,FL,5532,28.4773,-81.337
2021/4/1,North Port,FL,5159,27.0576,-82.1977
2021/4/1,Nashville,TN,5071,36.1715,-86.7842
2021/4/1,San Antonio,TX,4368,29.4632,-98.5238
2021/4/1,Raleigh,NC,3808,35.8324,-78.6429
2021/4/1,Charlotte,NC,3807,35.2083,-80.8303
2021/4/1,Jacksonville,FL,3264,30.3322,-81.6749
2021/4/1,San Diego,CA,3147,32.8313,-117.1222
2021/4/1,Virginia Beach,VA,2155,36.7335,-76.0435
2021/4/1,Urban Honolulu,HI,2153,21.3294,-157.846
2021/4/1,San Luis Obispo,CA,2016,35.2669,-120.669
2021/4/1,Bakersfield,CA,1950,35.3529,-119.0359
2021/4/1,Charleston,SC,1805,32.8168,-79.9687
2021/4/1,Houston,TX,1680,29.786,-95.3885
2021/4/1,Albuquerque,NM,1372,35.1054,-106.6465
2021/4/1,Portland,OR,1323,45.5371,-122.65
2021/4/1,Philadelphia,PA,1299,40.0077,-75.1339
2021/4/1,Knoxville,TN,1292,35.9692,-83.9496
2021/4/1,Salt Lake City,UT,1146,40.7776,-111.9311
2021/4/1,Fresno,CA,1026,36.783,-119.7939
2021/4/1,Salinas,CA,595,36.6883,-121.6317
2021/4/1,Minneapolis,MN,9,44.9635,-93.2678
2021/4/1,Albany,NY,-435,42.6664,-73.7987
2021/4/1,Bellingham,WA,-584,48.7548,-122.469
2021/4/1,Indianapolis,IN,-1998,39.7771,-86.1458
2021/4/1,Milwaukee,WI,-3222,43.0642,-87.9675
2021/4/1,Detroit,MI,-3265,42.3834,-83.1024
2021/4/1,Boston,MA,-4991,42.3188,-71.0852
2021/4/1,Seattle,WA,-6158,47.6211,-122.3244
2021/4/1,Chicago,IL,-6628,41.8375,-87.6866
2021/4/1,Denver,CO,-9003,39.762,-104.8758
2021/4/1,Washington,DC,-18143,38.9047,-77.0163
2021/4/1,Los Angeles,CA,-33723,34.1141,-118.4068
2021/4/1,San Jose,CA,-45577,37.3012,-121.848
2021/4/1,New York,NY,-48535,40.6943,-73.9249
2021/7/1,Miami,FL,11872,25.784,-80.2101
2021/7/1,Phoenix,AZ,9959,33.5722,-112.0892
2021/7/1,Sacramento,CA,9250,38.5677,-121.4685
2021/7/1,Las Vegas,NV,7777,36.2333,-115.2654
2021/7/1,Tampa,FL,7324,27.9945,-82.4447
2021/7/1,Cape Coral,FL,5260,26.6443,-81.9957
2021/7/1,San Antonio,TX,5235,29.4632,-98.5238
2021/7/1,North Port,FL,4907,27.0576,-82.1977
2021/7/1,Atlanta,GA,4769,33.7628,-84.422
2021/7/1,Dallas,TX,4664,32.7935,-96.7667
2021/7/1,Austin,TX,4415,30.3005,-97.7522
2021/7/1,San Diego,CA,4010,32.8313,-117.1222
2021/7/1,Nashville,TN,3348,36.1715,-86.7842
2021/7/1,Jacksonville,FL,2924,30.3322,-81.6749
2021/7/1,Virginia Beach,VA,2732,36.7335,-76.0435
2021/7/1,Charlotte,NC,2632,35.2083,-80.8303
2021/7/1,Bellingham,WA,2457,48.7548,-122.469
2021/7/1,San Luis Obispo,CA,2356,35.2669,-120.669
2021/7/1,Raleigh,NC,2335,35.8324,-78.6429
2021/7/1,Urban Honolulu,HI,2274,21.3294,-157.846
2021/7/1,Salinas,CA,2014,36.6883,-121.6317
2021/7/1,Bakersfield,CA,1899,35.3529,-119.0359
2021/7/1,Knoxville,TN,1702,35.9692,-83.9496
2021/7/1,Fresno,CA,1584,36.783,-119.7939
2021/7/1,Charleston,SC,1566,32.8168,-79.9687
2021/7/1,Houston,TX,1527,29.786,-95.3885
2021/7/1,Albuquerque,NM,1512,35.1054,-106.6465
2021/7/1,Portland,OR,801,45.5371,-122.65
2021/7/1,Indianapolis,IN,735,39.7771,-86.1458
2021/7/1,Salt Lake City,UT,582,40.7776,-111.9311
2021/7/1,Milwaukee,WI,460,43.0642,-87.9675
2021/7/1,Philadelphia,PA,185,40.0077,-75.1339
2021/7/1,Orlando,FL,-475,28.4773,-81.337
2021/7/1,Albany,NY,-2036,42.6664,-73.7987
2021/7/1,Minneapolis,MN,-2418,44.9635,-93.2678
2021/7/1,Detroit,MI,-4212,42.3834,-83.1024
2021/7/1,Seattle,WA,-4455,47.6211,-122.3244
2021/7/1,Denver,CO,-5241,39.762,-104.8758
2021/7/1,Chicago,IL,-5303,41.8375,-87.6866
2021/7/1,Boston,MA,-10156,42.3188,-71.0852
2021/7/1,Washington,DC,-19706,38.9047,-77.0163
2021/7/1,New York,NY,-30384,40.6943,-73.9249
2021/7/1,Los Angeles,CA,-37905,34.1141,-118.4068
2021/7/1,San Jose,CA,-61533,37.3012,-121.848
2021/10/1,Miami,FL,11931,25.784,-80.2101
2021/10/1,Phoenix,AZ,11047,33.5722,-112.0892
2021/10/1,Las Vegas,NV,8031,36.2333,-115.2654
2021/10/1,Sacramento,CA,7756,38.5677,-121.4685
2021/10/1,Tampa,FL,7678,27.9945,-82.4447
2021/10/1,Dallas,TX,6363,32.7935,-96.7667
2021/10/1,Cape Coral,FL,5526,26.6443,-81.9957
2021/10/1,North Port,FL,5362,27.0576,-82.1977
2021/10/1,San Antonio,TX,5334,29.4632,-98.5238
2021/10/1,Atlanta,GA,4921,33.7628,-84.422
2021/10/1,Austin,TX,4210,30.3005,-97.7522
2021/10/1,Nashville,TN,3968,36.1715,-86.7842
2021/10/1,Jacksonville,FL,3109,30.3322,-81.6749
2021/10/1,San Diego,CA,2794,32.8313,-117.1222
2021/10/1,Virginia Beach,VA,2277,36.7335,-76.0435
2021/10/1,Charlotte,NC,2142,35.2083,-80.8303
2021/10/1,Raleigh,NC,2015,35.8324,-78.6429
2021/10/1,Houston,TX,1977,29.786,-95.3885
2021/10/1,Bakersfield,CA,1970,35.3529,-119.0359
2021/10/1,San Luis Obispo,CA,1869,35.2669,-120.669
2021/10/1,Knoxville,TN,1860,35.9692,-83.9496
2021/10/1,Urban Honolulu,HI,1809,21.3294,-157.846
2021/10/1,Bellingham,WA,1781,48.7548,-122.469
2021/10/1,Salinas,CA,1743,36.6883,-121.6317
2021/10/1,Fresno,CA,1532,36.783,-119.7939
2021/10/1,Charleston,SC,1496,32.8168,-79.9687
2021/10/1,Albuquerque,NM,1482,35.1054,-106.6465
2021/10/1,Indianapolis,IN,706,39.7771,-86.1458
2021/10/1,Orlando,FL,437,28.4773,-81.337
2021/10/1,Milwaukee,WI,401,43.0642,-87.9675
2021/10/1,Philadelphia,PA,311,40.0077,-75.1339
2021/10/1,Salt Lake City,UT,200,40.7776,-111.9311
2021/10/1,Albany,NY,-733,42.6664,-73.7987
2021/10/1,Detroit,MI,-1340,42.3834,-83.1024
2021/10/1,Portland,OR,-1668,45.5371,-122.65
2021/10/1,Minneapolis,MN,-2122,44.9635,-93.2678
2021/10/1,Denver,CO,-3275,39.762,-104.8758
2021/10/1,Chicago,IL,-7033,41.8375,-87.6866
2021/10/1,Boston,MA,-9980,42.3188,-71.0852
2021/10/1,Seattle,WA,-16632,47.6211,-122.3244
2021/10/1,Washington,DC,-18675,38.9047,-77.0163
2021/10/1,New York,NY,-27769,40.6943,-73.9249
2021/10/1,Los Angeles,CA,-39586,34.1141,-118.4068
2021/10/1,San Jose,CA,-48904,37.3012,-121.848
2022/1/1,Miami,FL,16480,25.784,-80.2101
2022/1/1,Phoenix,AZ,14009,33.5722,-112.0892
2022/1/1,Tampa,FL,11147,27.9945,-82.4447
2022/1/1,Sacramento,CA,9541,38.5677,-121.4685
2022/1/1,Las Vegas,NV,9333,36.2333,-115.2654
2022/1/1,Cape Coral,FL,7930,26.6443,-81.9957
2022/1/1,North Port,FL,7402,27.0576,-82.1977
2022/1/1,San Antonio,TX,6334,29.4632,-98.5238
2022/1/1,Dallas,TX,6115,32.7935,-96.7667
2022/1/1,Atlanta,GA,5310,33.7628,-84.422
2022/1/1,Houston,TX,4674,29.786,-95.3885
2022/1/1,Jacksonville,FL,4174,30.3322,-81.6749
2022/1/1,San Diego,CA,3948,32.8313,-117.1222
2022/1/1,Nashville,TN,3150,36.1715,-86.7842
2022/1/1,Austin,TX,3024,30.3005,-97.7522
2022/1/1,Orlando,FL,2976,28.4773,-81.337
2022/1/1,Virginia Beach,VA,2665,36.7335,-76.0435
2022/1/1,Bakersfield,CA,2583,35.3529,-119.0359
2022/1/1,Urban Honolulu,HI,2447,21.3294,-157.846
2022/1/1,Charlotte,NC,2357,35.2083,-80.8303
2022/1/1,San Luis Obispo,CA,2159,35.2669,-120.669
2022/1/1,Knoxville,TN,2062,35.9692,-83.9496
2022/1/1,Raleigh,NC,1981,35.8324,-78.6429
2022/1/1,Charleston,SC,1878,32.8168,-79.9687
2022/1/1,Salinas,CA,1821,36.6883,-121.6317
2022/1/1,Fresno,CA,1774,36.783,-119.7939
2022/1/1,Albuquerque,NM,1687,35.1054,-106.6465
2022/1/1,Bellingham,WA,1473,48.7548,-122.469
2022/1/1,Indianapolis,IN,807,39.7771,-86.1458
2022/1/1,Philadelphia,PA,392,40.0077,-75.1339
2022/1/1,Milwaukee,WI,-92,43.0642,-87.9675
2022/1/1,Salt Lake City,UT,-971,40.7776,-111.9311
2022/1/1,Albany,NY,-1078,42.6664,-73.7987
2022/1/1,Detroit,MI,-1161,42.3834,-83.1024
2022/1/1,Portland,OR,-2864,45.5371,-122.65
2022/1/1,Minneapolis,MN,-2967,44.9635,-93.2678
2022/1/1,Denver,CO,-5155,39.762,-104.8758
2022/1/1,Chicago,IL,-8945,41.8375,-87.6866
2022/1/1,Boston,MA,-14173,42.3188,-71.0852
2022/1/1,Seattle,WA,-23867,47.6211,-122.3244
2022/1/1,Washington,DC,-25409,38.9047,-77.0163
2022/1/1,New York,NY,-32834,40.6943,-73.9249
2022/1/1,Los Angeles,CA,-37148,34.1141,-118.4068
2022/1/1,San Jose,CA,-52964,37.3012,-121.848
2022/4/1,Miami,FL,12614,25.784,-80.2101
2022/4/1,Tampa,FL,9841,27.9945,-82.4447
2022/4/1,Phoenix,AZ,9730,33.5722,-112.0892
2022/4/1,Sacramento,CA,9640,38.5677,-121.4685
2022/4/1,Las Vegas,NV,8597,36.2333,-115.2654
2022/4/1,Cape Coral,FL,7015,26.6443,-81.9957
2022/4/1,San Diego,CA,6804,32.8313,-117.1222
2022/4/1,North Port,FL,6626,27.0576,-82.1977
2022/4/1,San Antonio,TX,5335,29.4632,-98.5238
2022/4/1,Dallas,TX,4964,32.7935,-96.7667
2022/4/1,Houston,TX,4617,29.786,-95.3885
2022/4/1,Atlanta,GA,4151,33.7628,-84.422
2022/4/1,Jacksonville,FL,3818,30.3322,-81.6749
2022/4/1,Virginia Beach,VA,3155,36.7335,-76.0435
2022/4/1,Nashville,TN,2854,36.1715,-86.7842
2022/4/1,Raleigh,NC,2711,35.8324,-78.6429
2022/4/1,Bakersfield,CA,2576,35.3529,-119.0359
2022/4/1,Charlotte,NC,2347,35.2083,-80.8303
2022/4/1,Knoxville,TN,2252,35.9692,-83.9496
2022/4/1,San Luis Obispo,CA,2232,35.2669,-120.669
2022/4/1,Urban Honolulu,HI,2127,21.3294,-157.846
2022/4/1,Fresno,CA,2092,36.783,-119.7939
2022/4/1,Albuquerque,NM,2070,35.1054,-106.6465
2022/4/1,Charleston,SC,2070,32.8168,-79.9687
2022/4/1,Bellingham,WA,1871,48.7548,-122.469
2022/4/1,Salinas,CA,1731,36.6883,-121.6317
