date,origin,dest,pct_incomers,netflow,dest_lat,dest_lon,origin_lat,origin_lon,origin_city,dest_city
2020/1/1,"Bakersfield, CA","San Luis Obispo, CA",1.80%,946,35.2669,-120.669,35.3529,-119.0359,Bakersfield,San Luis Obispo
2020/1/1,"Salinas, CA","San Luis Obispo, CA",1.50%,946,35.2669,-120.669,36.6883,-121.6317,Salinas,San Luis Obispo
2020/1/1,"Portland, OR","San Luis Obispo, CA",1.30%,946,35.2669,-120.669,45.5371,-122.65,Portland,San Luis Obispo
2020/1/1,"San Jose, CA","Seattle, WA",16.90%,-3890,47.6211,-122.3244,37.3012,-121.848,San Jose,Seattle
2020/1/1,"Bellingham, WA","Seattle, WA",11.90%,-3890,47.6211,-122.3244,48.7548,-122.469,Bellingham,Seattle
2020/1/1,"Los Angeles, CA","Seattle, WA",9.40%,-3890,47.6211,-122.3244,34.1141,-118.4068,Los Angeles,Seattle
2020/1/1,"Denver, CO","Seattle, WA",6.20%,-3890,47.6211,-122.3244,39.762,-104.8758,Denver,Seattle
2020/1/1,"Spokane, WA","Seattle, WA",6.20%,-3890,47.6211,-122.3244,47.6671,-117.433,Spokane,Seattle
2020/1/1,"Portland, OR","Seattle, WA",6.10%,-3890,47.6211,-122.3244,45.5371,-122.65,Portland,Seattle
2020/1/1,"Phoenix, AZ","Seattle, WA",5.80%,-3890,47.6211,-122.3244,33.5722,-112.0892,Phoenix,Seattle
2020/1/1,"New York, NY","Seattle, WA",5.60%,-3890,47.6211,-122.3244,40.6943,-73.9249,New York,Seattle
2020/1/1,"Washington, DC","Seattle, WA",2.90%,-3890,47.6211,-122.3244,38.9047,-77.0163,Washington,Seattle
2020/1/1,"San Diego, CA","Seattle, WA",2.20%,-3890,47.6211,-122.3244,32.8313,-117.1222,San Diego,Seattle
2020/1/1,"Orlando, FL","Tampa, FL",15.40%,4089,27.9945,-82.4447,28.4773,-81.337,Orlando,Tampa
2020/1/1,"New York, NY","Tampa, FL",9.20%,4089,27.9945,-82.4447,40.6943,-73.9249,New York,Tampa
2020/1/1,"Washington, DC","Tampa, FL",9.00%,4089,27.9945,-82.4447,38.9047,-77.0163,Washington,Tampa
2020/1/1,"Miami, FL","Tampa, FL",8.70%,4089,27.9945,-82.4447,25.784,-80.2101,Miami,Tampa
2020/1/1,"Chicago, IL","Tampa, FL",7.70%,4089,27.9945,-82.4447,41.8375,-87.6866,Chicago,Tampa
2020/1/1,"North Port, FL","Tampa, FL",6.40%,4089,27.9945,-82.4447,27.0576,-82.1977,North Port,Tampa
2020/1/1,"Boston, MA","Tampa, FL",4.10%,4089,27.9945,-82.4447,42.3188,-71.0852,Boston,Tampa
2020/1/1,"Atlanta, GA","Tampa, FL",3.00%,4089,27.9945,-82.4447,33.7628,-84.422,Atlanta,Tampa
2020/1/1,"Los Angeles, CA","Tampa, FL",2.90%,4089,27.9945,-82.4447,34.1141,-118.4068,Los Angeles,Tampa
2020/1/1,"Seattle, WA","Tampa, FL",2.60%,4089,27.9945,-82.4447,47.6211,-122.3244,Seattle,Tampa
2020/1/1,"Los Angeles, CA","Urban Honolulu, HI",25.30%,799,21.3294,-157.846,34.1141,-118.4068,Los Angeles,Urban Honolulu
2020/1/1,"San Jose, CA","Urban Honolulu, HI",18.10%,799,21.3294,-157.846,37.3012,-121.848,San Jose,Urban Honolulu
2020/1/1,"Seattle, WA","Urban Honolulu, HI",12.80%,799,21.3294,-157.846,47.6211,-122.3244,Seattle,Urban Honolulu
2020/1/1,"Washington, DC","Urban Honolulu, HI",5.10%,799,21.3294,-157.846,38.9047,-77.0163,Washington,Urban Honolulu
2020/1/1,"Kahului, HI","Urban Honolulu, HI",4.90%,799,21.3294,-157.846,20.8715,-156.4603,Kahului,Urban Honolulu
2020/1/1,"San Diego, CA","Urban Honolulu, HI",4.40%,799,21.3294,-157.846,32.8313,-117.1222,San Diego,Urban Honolulu
2020/1/1,"New York, NY","Urban Honolulu, HI",2.70%,799,21.3294,-157.846,40.6943,-73.9249,New York,Urban Honolulu
2020/1/1,"Portland, OR","Urban Honolulu, HI",2.60%,799,21.3294,-157.846,45.5371,-122.65,Portland,Urban Honolulu
2020/1/1,"Chicago, IL","Urban Honolulu, HI",2.60%,799,21.3294,-157.846,41.8375,-87.6866,Chicago,Urban Honolulu
2020/1/1,"Boston, MA","Urban Honolulu, HI",1.90%,799,21.3294,-157.846,42.3188,-71.0852,Boston,Urban Honolulu
2020/1/1,"Washington, DC","Virginia Beach, VA",31.20%,535,36.7335,-76.0435,38.9047,-77.0163,Washington,Virginia Beach
2020/1/1,"New York, NY","Virginia Beach, VA",16.10%,535,36.7335,-76.0435,40.6943,-73.9249,New York,Virginia Beach
2020/1/1,"San Diego, CA","Virginia Beach, VA",7.00%,535,36.7335,-76.0435,32.8313,-117.1222,San Diego,Virginia Beach
2020/1/1,"Richmond, VA","Virginia Beach, VA",4.20%,535,36.7335,-76.0435,37.5295,-77.4756,Richmond,Virginia Beach
2020/1/1,"Seattle, WA","Virginia Beach, VA",3.90%,535,36.7335,-76.0435,47.6211,-122.3244,Seattle,Virginia Beach
2020/1/1,"Los Angeles, CA","Virginia Beach, VA",3.50%,535,36.7335,-76.0435,34.1141,-118.4068,Los Angeles,Virginia Beach
2020/1/1,"Boston, MA","Virginia Beach, VA",3.30%,535,36.7335,-76.0435,42.3188,-71.0852,Boston,Virginia Beach
2020/1/1,"Chicago, IL","Virginia Beach, VA",2.20%,535,36.7335,-76.0435,41.8375,-87.6866,Chicago,Virginia Beach
2020/1/1,"Philadelphia, PA","Virginia Beach, VA",1.70%,535,36.7335,-76.0435,40.0077,-75.1339,Philadelphia,Virginia Beach
2020/1/1,"Urban Honolulu, HI","Virginia Beach, VA",1.60%,535,36.7335,-76.0435,21.3294,-157.846,Urban Honolulu,Virginia Beach
2020/1/1,"New York, NY","Washington, DC",17.20%,-7363,38.9047,-77.0163,40.6943,-73.9249,New York,Washington
2020/1/1,"Philadelphia, PA","Washington, DC",9.30%,-7363,38.9047,-77.0163,40.0077,-75.1339,Philadelphia,Washington
2020/1/1,"Richmond, VA","Washington, DC",8.40%,-7363,38.9047,-77.0163,37.5295,-77.4756,Richmond,Washington
2020/1/1,"Salisbury, MD","Washington, DC",7.60%,-7363,38.9047,-77.0163,38.3756,-75.5865,Salisbury,Washington
2020/1/1,"San Jose, CA","Washington, DC",4.60%,-7363,38.9047,-77.0163,37.3012,-121.848,San Jose,Washington
2020/1/1,"Los Angeles, CA","Washington, DC",4.20%,-7363,38.9047,-77.0163,34.1141,-118.4068,Los Angeles,Washington
2020/1/1,"Boston, MA","Washington, DC",3.50%,-7363,38.9047,-77.0163,42.3188,-71.0852,Boston,Washington
2020/1/1,"Seattle, WA","Washington, DC",2.90%,-7363,38.9047,-77.0163,47.6211,-122.3244,Seattle,Washington
2020/1/1,"Chicago, IL","Washington, DC",2.70%,-7363,38.9047,-77.0163,41.8375,-87.6866,Chicago,Washington
2020/1/1,"Miami, FL","Washington, DC",2.10%,-7363,38.9047,-77.0163,25.784,-80.2101,Miami,Washington
2020/4/1,"New York, NY","Albany, NY",47.00%,128,42.6664,-73.7987,40.6943,-73.9249,New York,Albany
2020/4/1,"Boston, MA","Albany, NY",9.30%,128,42.6664,-73.7987,42.3188,-71.0852,Boston,Albany
2020/4/1,"Rochester, NY","Albany, NY",7.00%,128,42.6664,-73.7987,43.168,-77.6162,Rochester,Albany
2020/4/1,"Washington, DC","Albany, NY",5.50%,128,42.6664,-73.7987,38.9047,-77.0163,Washington,Albany
2020/4/1,"Los Angeles, CA","Albany, NY",3.30%,128,42.6664,-73.7987,34.1141,-118.4068,Los Angeles,Albany
2020/4/1,"San Jose, CA","Albany, NY",2.30%,128,42.6664,-73.7987,37.3012,-121.848,San Jose,Albany
2020/4/1,"Buffalo, NY","Albany, NY",2.20%,128,42.6664,-73.7987,42.9018,-78.8487,Buffalo,Albany
2020/4/1,"Philadelphia, PA","Albany, NY",2.00%,128,42.6664,-73.7987,40.0077,-75.1339,Philadelphia,Albany
2020/4/1,"Seattle, WA","Albany, NY",1.80%,128,42.6664,-73.7987,47.6211,-122.3244,Seattle,Albany
2020/4/1,"Chicago, IL","Albany, NY",1.40%,128,42.6664,-73.7987,41.8375,-87.6866,Chicago,Albany
2020/4/1,"Los Angeles, CA","Albuquerque, NM",13.70%,696,35.1054,-106.6465,34.1141,-118.4068,Los Angeles,Albuquerque
2020/4/1,"Denver, CO","Albuquerque, NM",12.70%,696,35.1054,-106.6465,39.762,-104.8758,Denver,Albuquerque
2020/4/1,"San Jose, CA","Albuquerque, NM",9.30%,696,35.1054,-106.6465,37.3012,-121.848,San Jose,Albuquerque
2020/4/1,"Seattle, WA","Albuquerque, NM",8.50%,696,35.1054,-106.6465,47.6211,-122.3244,Seattle,Albuquerque
2020/4/1,"Washington, DC","Albuquerque, NM",5.40%,696,35.1054,-106.6465,38.9047,-77.0163,Washington,Albuquerque
2020/4/1,"New York, NY","Albuquerque, NM",4.30%,696,35.1054,-106.6465,40.6943,-73.9249,New York,Albuquerque
2020/4/1,"Chicago, IL","Albuquerque, NM",4.30%,696,35.1054,-106.6465,41.8375,-87.6866,Chicago,Albuquerque
2020/4/1,"Minneapolis, MN","Albuquerque, NM",3.90%,696,35.1054,-106.6465,44.9635,-93.2678,Minneapolis,Albuquerque
2020/4/1,"San Diego, CA","Albuquerque, NM",3.20%,696,35.1054,-106.6465,32.8313,-117.1222,San Diego,Albuquerque
2020/4/1,"Portland, OR","Albuquerque, NM",3.10%,696,35.1054,-106.6465,45.5371,-122.65,Portland,Albuquerque
2020/4/1,"New York, NY","Atlanta, GA",35.90%,6680,33.7628,-84.422,40.6943,-73.9249,New York,Atlanta
2020/4/1,"Washington, DC","Atlanta, GA",8.80%,6680,33.7628,-84.422,38.9047,-77.0163,Washington,Atlanta
2020/4/1,"Los Angeles, CA","Atlanta, GA",6.10%,6680,33.7628,-84.422,34.1141,-118.4068,Los Angeles,Atlanta
2020/4/1,"Chicago, IL","Atlanta, GA",5.00%,6680,33.7628,-84.422,41.8375,-87.6866,Chicago,Atlanta
2020/4/1,"San Jose, CA","Atlanta, GA",4.40%,6680,33.7628,-84.422,37.3012,-121.848,San Jose,Atlanta
2020/4/1,"Miami, FL","Atlanta, GA",3.30%,6680,33.7628,-84.422,25.784,-80.2101,Miami,Atlanta
2020/4/1,"Seattle, WA","Atlanta, GA",2.70%,6680,33.7628,-84.422,47.6211,-122.3244,Seattle,Atlanta
2020/4/1,"Boston, MA","Atlanta, GA",2.60%,6680,33.7628,-84.422,42.3188,-71.0852,Boston,Atlanta
2020/4/1,"Philadelphia, PA","Atlanta, GA",1.70%,6680,33.7628,-84.422,40.0077,-75.1339,Philadelphia,Atlanta
2020/4/1,"San Diego, CA","Atlanta, GA",1.30%,6680,33.7628,-84.422,32.8313,-117.1222,San Diego,Atlanta
2020/4/1,"San Jose, CA","Austin, TX",17.00%,6770,30.3005,-97.7522,37.3012,-121.848,San Jose,Austin
2020/4/1,"Houston, TX","Austin, TX",13.30%,6770,30.3005,-97.7522,29.786,-95.3885,Houston,Austin
2020/4/1,"Los Angeles, CA","Austin, TX",10.00%,6770,30.3005,-97.7522,34.1141,-118.4068,Los Angeles,Austin
2020/4/1,"Chicago, IL","Austin, TX",8.90%,6770,30.3005,-97.7522,41.8375,-87.6866,Chicago,Austin
2020/4/1,"Dallas, TX","Austin, TX",5.90%,6770,30.3005,-97.7522,32.7935,-96.7667,Dallas,Austin
2020/4/1,"Seattle, WA","Austin, TX",5.80%,6770,30.3005,-97.7522,47.6211,-122.3244,Seattle,Austin
2020/4/1,"New York, NY","Austin, TX",4.20%,6770,30.3005,-97.7522,40.6943,-73.9249,New York,Austin
2020/4/1,"Washington, DC","Austin, TX",3.20%,6770,30.3005,-97.7522,38.9047,-77.0163,Washington,Austin
2020/4/1,"San Antonio, TX","Austin, TX",3.10%,6770,30.3005,-97.7522,29.4632,-98.5238,San Antonio,Austin
2020/4/1,"San Diego, CA","Austin, TX",2.70%,6770,30.3005,-97.7522,32.8313,-117.1222,San Diego,Austin
2020/4/1,"Los Angeles, CA","Bakersfield, CA",66.90%,1163,35.3529,-119.0359,34.1141,-118.4068,Los Angeles,Bakersfield
2020/4/1,"San Jose, CA","Bakersfield, CA",8.20%,1163,35.3529,-119.0359,37.3012,-121.848,San Jose,Bakersfield
2020/4/1,"Tampa, FL","Bakersfield, CA",4.40%,1163,35.3529,-119.0359,27.9945,-82.4447,Tampa,Bakersfield
2020/4/1,"Orlando, FL","Bakersfield, CA",2.70%,1163,35.3529,-119.0359,28.4773,-81.337,Orlando,Bakersfield
2020/4/1,"San Diego, CA","Bakersfield, CA",2.00%,1163,35.3529,-119.0359,32.8313,-117.1222,San Diego,Bakersfield
2020/4/1,"Seattle, WA","Bakersfield, CA",1.70%,1163,35.3529,-119.0359,47.6211,-122.3244,Seattle,Bakersfield
2020/4/1,"Sacramento, CA","Bakersfield, CA",1.20%,1163,35.3529,-119.0359,38.5677,-121.4685,Sacramento,Bakersfield
2020/4/1,"New York, NY","Bakersfield, CA",1.10%,1163,35.3529,-119.0359,40.6943,-73.9249,New York,Bakersfield
2020/4/1,"Fresno, CA","Bakersfield, CA",1.00%,1163,35.3529,-119.0359,36.783,-119.7939,Fresno,Bakersfield
2020/4/1,"Salinas, CA","Bakersfield, CA",0.60%,1163,35.3529,-119.0359,36.6883,-121.6317,Salinas,Bakersfield
2020/4/1,"Seattle, WA","Bellingham, WA",75.10%,-807,48.7548,-122.469,47.6211,-122.3244,Seattle,Bellingham
2020/4/1,"San Jose, CA","Bellingham, WA",3.50%,-807,48.7548,-122.469,37.3012,-121.848,San Jose,Bellingham
2020/4/1,"Los Angeles, CA","Bellingham, WA",2.70%,-807,48.7548,-122.469,34.1141,-118.4068,Los Angeles,Bellingham
2020/4/1,"Portland, OR","Bellingham, WA",2.60%,-807,48.7548,-122.469,45.5371,-122.65,Portland,Bellingham
2020/4/1,"San Diego, CA","Bellingham, WA",1.50%,-807,48.7548,-122.469,32.8313,-117.1222,San Diego,Bellingham
2020/4/1,"New York, NY","Bellingham, WA",1.30%,-807,48.7548,-122.469,40.6943,-73.9249,New York,Bellingham
2020/4/1,"Denver, CO","Bellingham, WA",1.20%,-807,48.7548,-122.469,39.762,-104.8758,Denver,Bellingham
2020/4/1,"Phoenix, AZ","Bellingham, WA",1.10%,-807,48.7548,-122.469,33.5722,-112.0892,Phoenix,Bellingham
2020/4/1,"Washington, DC","Bellingham, WA",0.80%,-807,48.7548,-122.469,38.9047,-77.0163,Washington,Bellingham
2020/4/1,"Spokane, WA","Bellingham, WA",0.60%,-807,48.7548,-122.469,47.6671,-117.433,Spokane,Bellingham
2020/4/1,"New York, NY","Boston, MA",24.60%,-2864,42.3188,-71.0852,40.6943,-73.9249,New York,Boston
2020/4/1,"Hartford, CT","Boston, MA",11.20%,-2864,42.3188,-71.0852,41.7661,-72.6834,Hartford,Boston
2020/4/1,"Washington, DC","Boston, MA",8.10%,-2864,42.3188,-71.0852,38.9047,-77.0163,Washington,Boston
2020/4/1,"San Jose, CA","Boston, MA",6.00%,-2864,42.3188,-71.0852,37.3012,-121.848,San Jose,Boston
2020/4/1,"Los Angeles, CA","Boston, MA",4.50%,-2864,42.3188,-71.0852,34.1141,-118.4068,Los Angeles,Boston
2020/4/1,"Portland, ME","Boston, MA",3.30%,-2864,42.3188,-71.0852,43.6773,-70.2715,Portland,Boston
2020/4/1,"Chicago, IL","Boston, MA",2.80%,-2864,42.3188,-71.0852,41.8375,-87.6866,Chicago,Boston
2020/4/1,"Seattle, WA","Boston, MA",2.60%,-2864,42.3188,-71.0852,47.6211,-122.3244,Seattle,Boston
2020/4/1,"Philadelphia, PA","Boston, MA",2.40%,-2864,42.3188,-71.0852,40.0077,-75.1339,Philadelphia,Boston
2020/4/1,"Burlington, VT","Boston, MA",2.20%,-2864,42.3188,-71.0852,44.4876,-73.2316,Burlington,Boston
2020/4/1,"Chicago, IL","Cape Coral, FL",18.20%,2775,26.6443,-81.9957,41.8375,-87.6866,Chicago,Cape Coral
2020/4/1,"Miami, FL","Cape Coral, FL",12.20%,2775,26.6443,-81.9957,25.784,-80.2101,Miami,Cape Coral
2020/4/1,"New York, NY","Cape Coral, FL",9.10%,2775,26.6443,-81.9957,40.6943,-73.9249,New York,Cape Coral
2020/4/1,"Boston, MA","Cape Coral, FL",8.30%,2775,26.6443,-81.9957,42.3188,-71.0852,Boston,Cape Coral
2020/4/1,"Washington, DC","Cape Coral, FL",6.90%,2775,26.6443,-81.9957,38.9047,-77.0163,Washington,Cape Coral
2020/4/1,"Denver, CO","Cape Coral, FL",3.60%,2775,26.6443,-81.9957,39.762,-104.8758,Denver,Cape Coral
2020/4/1,"Philadelphia, PA","Cape Coral, FL",3.00%,2775,26.6443,-81.9957,40.0077,-75.1339,Philadelphia,Cape Coral
2020/4/1,"Los Angeles, CA","Cape Coral, FL",2.50%,2775,26.6443,-81.9957,34.1141,-118.4068,Los Angeles,Cape Coral
2020/4/1,"Orlando, FL","Cape Coral, FL",2.50%,2775,26.6443,-81.9957,28.4773,-81.337,Orlando,Cape Coral
2020/4/1,"Seattle, WA","Cape Coral, FL",2.20%,2775,26.6443,-81.9957,47.6211,-122.3244,Seattle,Cape Coral
2020/4/1,"New York, NY","Charleston, SC",16.70%,1434,32.8168,-79.9687,40.6943,-73.9249,New York,Charleston
2020/4/1,"Washington, DC","Charleston, SC",16.70%,1434,32.8168,-79.9687,38.9047,-77.0163,Washington,Charleston
2020/4/1,"Chicago, IL","Charleston, SC",6.20%,1434,32.8168,-79.9687,41.8375,-87.6866,Chicago,Charleston
2020/4/1,"Boston, MA","Charleston, SC",6.00%,1434,32.8168,-79.9687,42.3188,-71.0852,Boston,Charleston
2020/4/1,"Los Angeles, CA","Charleston, SC",4.30%,1434,32.8168,-79.9687,34.1141,-118.4068,Los Angeles,Charleston
2020/4/1,"Seattle, WA","Charleston, SC",4.00%,1434,32.8168,-79.9687,47.6211,-122.3244,Seattle,Charleston
2020/4/1,"Charlotte, NC","Charleston, SC",3.50%,1434,32.8168,-79.9687,35.2083,-80.8303,Charlotte,Charleston
2020/4/1,"Atlanta, GA","Charleston, SC",3.20%,1434,32.8168,-79.9687,33.7628,-84.422,Atlanta,Charleston
2020/4/1,"San Jose, CA","Charleston, SC",2.70%,1434,32.8168,-79.9687,37.3012,-121.848,San Jose,Charleston
2020/4/1,"Philadelphia, PA","Charleston, SC",2.30%,1434,32.8168,-79.9687,40.0077,-75.1339,Philadelphia,Charleston
2020/4/1,"New York, NY","Charlotte, NC",31.60%,3380,35.2083,-80.8303,40.6943,-73.9249,New York,Charlotte
2020/4/1,"Washington, DC","Charlotte, NC",10.30%,3380,35.2083,-80.8303,38.9047,-77.0163,Washington,Charlotte
2020/4/1,"Chicago, IL","Charlotte, NC",4.80%,3380,35.2083,-80.8303,41.8375,-87.6866,Chicago,Charlotte
2020/4/1,"Los Angeles, CA","Charlotte, NC",4.20%,3380,35.2083,-80.8303,34.1141,-118.4068,Los Angeles,Charlotte
2020/4/1,"San Jose, CA","Charlotte, NC",3.40%,3380,35.2083,-80.8303,37.3012,-121.848,San Jose,Charlotte
2020/4/1,"Raleigh, NC","Charlotte, NC",3.40%,3380,35.2083,-80.8303,35.8324,-78.6429,Raleigh,Charlotte
2020/4/1,"Boston, MA","Charlotte, NC",3.00%,3380,35.2083,-80.8303,42.3188,-71.0852,Boston,Charlotte
2020/4/1,"Greensboro, NC","Charlotte, NC",3.00%,3380,35.2083,-80.8303,36.0956,-79.8271,Greensboro,Charlotte
2020/4/1,"Atlanta, GA","Charlotte, NC",2.70%,3380,35.2083,-80.8303,33.7628,-84.422,Atlanta,Charlotte
2020/4/1,"Seattle, WA","Charlotte, NC",2.20%,3380,35.2083,-80.8303,47.6211,-122.3244,Seattle,Charlotte
2020/4/1,"South Bend, IN","Chicago, IL",8.90%,-6697,41.8375,-87.6866,41.6767,-86.2696,South Bend,Chicago
2020/4/1,"Indianapolis, IN","Chicago, IL",7.70%,-6697,41.8375,-87.6866,39.7771,-86.1458,Indianapolis,Chicago
2020/4/1,"Rockford, IL","Chicago, IL",5.90%,-6697,41.8375,-87.6866,42.2596,-89.064,Rockford,Chicago
2020/4/1,"Milwaukee, WI","Chicago, IL",5.80%,-6697,41.8375,-87.6866,43.0642,-87.9675,Milwaukee,Chicago
2020/4/1,"New York, NY","Chicago, IL",5.00%,-6697,41.8375,-87.6866,40.6943,-73.9249,New York,Chicago
2020/4/1,"Los Angeles, CA","Chicago, IL",4.40%,-6697,41.8375,-87.6866,34.1141,-118.4068,Los Angeles,Chicago
2020/4/1,"Champaign, IL","Chicago, IL",4.20%,-6697,41.8375,-87.6866,40.1142,-88.2737,Champaign,Chicago
2020/4/1,"San Jose, CA","Chicago, IL",3.90%,-6697,41.8375,-87.6866,37.3012,-121.848,San Jose,Chicago
2020/4/1,"Washington, DC","Chicago, IL",3.60%,-6697,41.8375,-87.6866,38.9047,-77.0163,Washington,Chicago
2020/4/1,"Denver, CO","Chicago, IL",3.50%,-6697,41.8375,-87.6866,39.762,-104.8758,Denver,Chicago
2020/4/1,"Los Angeles, CA","Dallas, TX",14.10%,5605,32.7935,-96.7667,34.1141,-118.4068,Los Angeles,Dallas
2020/4/1,"San Jose, CA","Dallas, TX",7.90%,5605,32.7935,-96.7667,37.3012,-121.848,San Jose,Dallas
2020/4/1,"Seattle, WA","Dallas, TX",6.30%,5605,32.7935,-96.7667,47.6211,-122.3244,Seattle,Dallas
2020/4/1,"Chicago, IL","Dallas, TX",6.20%,5605,32.7935,-96.7667,41.8375,-87.6866,Chicago,Dallas
2020/4/1,"New York, NY","Dallas, TX",5.50%,5605,32.7935,-96.7667,40.6943,-73.9249,New York,Dallas
2020/4/1,"San Antonio, TX","Dallas, TX",5.40%,5605,32.7935,-96.7667,29.4632,-98.5238,San Antonio,Dallas
2020/4/1,"Washington, DC","Dallas, TX",5.20%,5605,32.7935,-96.7667,38.9047,-77.0163,Washington,Dallas
2020/4/1,"Austin, TX","Dallas, TX",4.00%,5605,32.7935,-96.7667,30.3005,-97.7522,Austin,Dallas
2020/4/1,"Houston, TX","Dallas, TX",3.90%,5605,32.7935,-96.7667,29.786,-95.3885,Houston,Dallas
2020/4/1,"San Diego, CA","Dallas, TX",3.20%,5605,32.7935,-96.7667,32.8313,-117.1222,San Diego,Dallas
2020/4/1,"Colorado Springs, CO","Denver, CO",16.90%,-4943,39.762,-104.8758,38.8674,-104.7605,Colorado Springs,Denver
2020/4/1,"Fort Collins, CO","Denver, CO",10.20%,-4943,39.762,-104.8758,40.5477,-105.0656,Fort Collins,Denver
2020/4/1,"San Jose, CA","Denver, CO",9.40%,-4943,39.762,-104.8758,37.3012,-121.848,San Jose,Denver
2020/4/1,"Los Angeles, CA","Denver, CO",7.90%,-4943,39.762,-104.8758,34.1141,-118.4068,Los Angeles,Denver
2020/4/1,"Chicago, IL","Denver, CO",6.00%,-4943,39.762,-104.8758,41.8375,-87.6866,Chicago,Denver
2020/4/1,"Washington, DC","Denver, CO",5.20%,-4943,39.762,-104.8758,38.9047,-77.0163,Washington,Denver
2020/4/1,"New York, NY","Denver, CO",4.50%,-4943,39.762,-104.8758,40.6943,-73.9249,New York,Denver
2020/4/1,"Seattle, WA","Denver, CO",4.30%,-4943,39.762,-104.8758,47.6211,-122.3244,Seattle,Denver
2020/4/1,"Boston, MA","Denver, CO",2.20%,-4943,39.762,-104.8758,42.3188,-71.0852,Boston,Denver
2020/4/1,"Phoenix, AZ","Denver, CO",2.00%,-4943,39.762,-104.8758,33.5722,-112.0892,Phoenix,Denver
2020/4/1,"Chicago, IL","Detroit, MI",10.50%,-905,42.3834,-83.1024,41.8375,-87.6866,Chicago,Detroit
2020/4/1,"Grand Rapids, MI","Detroit, MI",8.00%,-905,42.3834,-83.1024,42.9619,-85.6562,Grand Rapids,Detroit
2020/4/1,"Los Angeles, CA","Detroit, MI",7.20%,-905,42.3834,-83.1024,34.1141,-118.4068,Los Angeles,Detroit
2020/4/1,"Lansing, MI","Detroit, MI",7.20%,-905,42.3834,-83.1024,42.7142,-84.5601,Lansing,Detroit
2020/4/1,"Washington, DC","Detroit, MI",6.70%,-905,42.3834,-83.1024,38.9047,-77.0163,Washington,Detroit
2020/4/1,"San Jose, CA","Detroit, MI",6.70%,-905,42.3834,-83.1024,37.3012,-121.848,San Jose,Detroit
2020/4/1,"New York, NY","Detroit, MI",6.30%,-905,42.3834,-83.1024,40.6943,-73.9249,New York,Detroit
2020/4/1,"Seattle, WA","Detroit, MI",4.70%,-905,42.3834,-83.1024,47.6211,-122.3244,Seattle,Detroit
2020/4/1,"Denver, CO","Detroit, MI",2.90%,-905,42.3834,-83.1024,39.762,-104.8758,Denver,Detroit
2020/4/1,"Boston, MA","Detroit, MI",2.30%,-905,42.3834,-83.1024,42.3188,-71.0852,Boston,Detroit
2020/4/1,"San Jose, CA","Fresno, CA",45.90%,355,36.783,-119.7939,37.3012,-121.848,San Jose,Fresno
2020/4/1,"Los Angeles, CA","Fresno, CA",16.30%,355,36.783,-119.7939,34.1141,-118.4068,Los Angeles,Fresno
2020/4/1,"Sacramento, CA","Fresno, CA",12.50%,355,36.783,-119.7939,38.5677,-121.4685,Sacramento,Fresno
2020/4/1,"Visalia, CA","Fresno, CA",5.70%,355,36.783,-119.7939,36.3276,-119.3269,Visalia,Fresno
2020/4/1,"Chico, CA","Fresno, CA",4.80%,355,36.783,-119.7939,39.7578,-121.8161,Chico,Fresno
2020/4/1,"San Diego, CA","Fresno, CA",2.50%,355,36.783,-119.7939,32.8313,-117.1222,San Diego,Fresno
2020/4/1,"Seattle, WA","Fresno, CA",2.00%,355,36.783,-119.7939,47.6211,-122.3244,Seattle,Fresno
2020/4/1,"Salinas, CA","Fresno, CA",1.50%,355,36.783,-119.7939,36.6883,-121.6317,Salinas,Fresno
2020/4/1,"San Luis Obispo, CA","Fresno, CA",0.80%,355,36.783,-119.7939,35.2669,-120.669,San Luis Obispo,Fresno
2020/4/1,"New York, NY","Fresno, CA",0.70%,355,36.783,-119.7939,40.6943,-73.9249,New York,Fresno
2020/4/1,"Los Angeles, CA","Houston, TX",13.10%,293,29.786,-95.3885,34.1141,-118.4068,Los Angeles,Houston
2020/4/1,"San Jose, CA","Houston, TX",8.10%,293,29.786,-95.3885,37.3012,-121.848,San Jose,Houston
2020/4/1,"Washington, DC","Houston, TX",7.70%,293,29.786,-95.3885,38.9047,-77.0163,Washington,Houston
2020/4/1,"New York, NY","Houston, TX",7.10%,293,29.786,-95.3885,40.6943,-73.9249,New York,Houston
2020/4/1,"Chicago, IL","Houston, TX",6.90%,293,29.786,-95.3885,41.8375,-87.6866,Chicago,Houston
2020/4/1,"Seattle, WA","Houston, TX",6.30%,293,29.786,-95.3885,47.6211,-122.3244,Seattle,Houston
2020/4/1,"Dallas, TX","Houston, TX",5.30%,293,29.786,-95.3885,32.7935,-96.7667,Dallas,Houston
2020/4/1,"Austin, TX","Houston, TX",5.10%,293,29.786,-95.3885,30.3005,-97.7522,Austin,Houston
2020/4/1,"Denver, CO","Houston, TX",3.10%,293,29.786,-95.3885,39.762,-104.8758,Denver,Houston
2020/4/1,"San Diego, CA","Houston, TX",3.10%,293,29.786,-95.3885,32.8313,-117.1222,San Diego,Houston
2020/4/1,"Chicago, IL","Indianapolis, IN",16.90%,-734,39.7771,-86.1458,41.8375,-87.6866,Chicago,Indianapolis
2020/4/1,"Los Angeles, CA","Indianapolis, IN",8.70%,-734,39.7771,-86.1458,34.1141,-118.4068,Los Angeles,Indianapolis
2020/4/1,"New York, NY","Indianapolis, IN",6.30%,-734,39.7771,-86.1458,40.6943,-73.9249,New York,Indianapolis
