date,origin,dest,pct_incomers,netflow,dest_lat,dest_lon,origin_lat,origin_lon,origin_city,dest_city
2017/7/1,"New York, NY","Philadelphia, PA",38.50%,1472,40.0077,-75.1339,40.6943,-73.9249,New York,Philadelphia
2017/7/1,"Washington, DC","Philadelphia, PA",30.10%,1472,40.0077,-75.1339,38.9047,-77.0163,Washington,Philadelphia
2017/7/1,"Los Angeles, CA","Philadelphia, PA",3.60%,1472,40.0077,-75.1339,34.1141,-118.4068,Los Angeles,Philadelphia
2017/7/1,"San Jose, CA","Philadelphia, PA",3.20%,1472,40.0077,-75.1339,37.3012,-121.848,San Jose,Philadelphia
2017/7/1,"Boston, MA","Philadelphia, PA",2.80%,1472,40.0077,-75.1339,42.3188,-71.0852,Boston,Philadelphia
2017/7/1,"Chicago, IL","Philadelphia, PA",1.70%,1472,40.0077,-75.1339,41.8375,-87.6866,Chicago,Philadelphia
2017/7/1,"Seattle, WA","Philadelphia, PA",1.50%,1472,40.0077,-75.1339,47.6211,-122.3244,Seattle,Philadelphia
2017/7/1,"Miami, FL","Philadelphia, PA",1.20%,1472,40.0077,-75.1339,25.784,-80.2101,Miami,Philadelphia
2017/7/1,"Denver, CO","Philadelphia, PA",0.80%,1472,40.0077,-75.1339,39.762,-104.8758,Denver,Philadelphia
2017/7/1,"San Diego, CA","Philadelphia, PA",0.80%,1472,40.0077,-75.1339,32.8313,-117.1222,San Diego,Philadelphia
2017/7/1,"Los Angeles, CA","Phoenix, AZ",29.40%,3200,33.5722,-112.0892,34.1141,-118.4068,Los Angeles,Phoenix
2017/7/1,"Seattle, WA","Phoenix, AZ",12.20%,3200,33.5722,-112.0892,47.6211,-122.3244,Seattle,Phoenix
2017/7/1,"Chicago, IL","Phoenix, AZ",8.60%,3200,33.5722,-112.0892,41.8375,-87.6866,Chicago,Phoenix
2017/7/1,"San Jose, CA","Phoenix, AZ",6.60%,3200,33.5722,-112.0892,37.3012,-121.848,San Jose,Phoenix
2017/7/1,"Portland, OR","Phoenix, AZ",4.20%,3200,33.5722,-112.0892,45.5371,-122.65,Portland,Phoenix
2017/7/1,"San Diego, CA","Phoenix, AZ",4.20%,3200,33.5722,-112.0892,32.8313,-117.1222,San Diego,Phoenix
2017/7/1,"New York, NY","Phoenix, AZ",4.00%,3200,33.5722,-112.0892,40.6943,-73.9249,New York,Phoenix
2017/7/1,"Denver, CO","Phoenix, AZ",3.60%,3200,33.5722,-112.0892,39.762,-104.8758,Denver,Phoenix
2017/7/1,"Washington, DC","Phoenix, AZ",2.40%,3200,33.5722,-112.0892,38.9047,-77.0163,Washington,Phoenix
2017/7/1,"Tucson, AZ","Phoenix, AZ",1.60%,3200,33.5722,-112.0892,32.1541,-110.8787,Tucson,Phoenix
2017/7/1,"San Jose, CA","Portland, OR",23.40%,983,45.5371,-122.65,37.3012,-121.848,San Jose,Portland
2017/7/1,"Los Angeles, CA","Portland, OR",17.80%,983,45.5371,-122.65,34.1141,-118.4068,Los Angeles,Portland
2017/7/1,"Seattle, WA","Portland, OR",15.60%,983,45.5371,-122.65,47.6211,-122.3244,Seattle,Portland
2017/7/1,"Eugene, OR","Portland, OR",3.60%,983,45.5371,-122.65,44.0564,-123.1174,Eugene,Portland
2017/7/1,"San Diego, CA","Portland, OR",3.40%,983,45.5371,-122.65,32.8313,-117.1222,San Diego,Portland
2017/7/1,"New York, NY","Portland, OR",3.30%,983,45.5371,-122.65,40.6943,-73.9249,New York,Portland
2017/7/1,"Washington, DC","Portland, OR",2.40%,983,45.5371,-122.65,38.9047,-77.0163,Washington,Portland
2017/7/1,"Phoenix, AZ","Portland, OR",2.00%,983,45.5371,-122.65,33.5722,-112.0892,Phoenix,Portland
2017/7/1,"Chicago, IL","Portland, OR",1.90%,983,45.5371,-122.65,41.8375,-87.6866,Chicago,Portland
2017/7/1,"Denver, CO","Portland, OR",1.60%,983,45.5371,-122.65,39.762,-104.8758,Denver,Portland
2017/7/1,"New York, NY","Raleigh, NC",29.10%,1333,35.8324,-78.6429,40.6943,-73.9249,New York,Raleigh
2017/7/1,"Washington, DC","Raleigh, NC",15.00%,1333,35.8324,-78.6429,38.9047,-77.0163,Washington,Raleigh
2017/7/1,"San Jose, CA","Raleigh, NC",6.40%,1333,35.8324,-78.6429,37.3012,-121.848,San Jose,Raleigh
2017/7/1,"Los Angeles, CA","Raleigh, NC",4.80%,1333,35.8324,-78.6429,34.1141,-118.4068,Los Angeles,Raleigh
2017/7/1,"Boston, MA","Raleigh, NC",4.10%,1333,35.8324,-78.6429,42.3188,-71.0852,Boston,Raleigh
2017/7/1,"Chicago, IL","Raleigh, NC",3.40%,1333,35.8324,-78.6429,41.8375,-87.6866,Chicago,Raleigh
2017/7/1,"Charlotte, NC","Raleigh, NC",2.70%,1333,35.8324,-78.6429,35.2083,-80.8303,Charlotte,Raleigh
2017/7/1,"Seattle, WA","Raleigh, NC",2.40%,1333,35.8324,-78.6429,47.6211,-122.3244,Seattle,Raleigh
2017/7/1,"Greensboro, NC","Raleigh, NC",2.20%,1333,35.8324,-78.6429,36.0956,-79.8271,Greensboro,Raleigh
2017/7/1,"Miami, FL","Raleigh, NC",2.00%,1333,35.8324,-78.6429,25.784,-80.2101,Miami,Raleigh
2017/7/1,"San Jose, CA","Sacramento, CA",74.80%,5081,38.5677,-121.4685,37.3012,-121.848,San Jose,Sacramento
2017/7/1,"Los Angeles, CA","Sacramento, CA",8.00%,5081,38.5677,-121.4685,34.1141,-118.4068,Los Angeles,Sacramento
2017/7/1,"San Diego, CA","Sacramento, CA",1.80%,5081,38.5677,-121.4685,32.8313,-117.1222,San Diego,Sacramento
2017/7/1,"Modesto, CA","Sacramento, CA",1.60%,5081,38.5677,-121.4685,37.6375,-121.0028,Modesto,Sacramento
2017/7/1,"Seattle, WA","Sacramento, CA",1.50%,5081,38.5677,-121.4685,47.6211,-122.3244,Seattle,Sacramento
2017/7/1,"Reno, NV","Sacramento, CA",1.10%,5081,38.5677,-121.4685,39.5497,-119.8483,Reno,Sacramento
2017/7/1,"Fresno, CA","Sacramento, CA",1.00%,5081,38.5677,-121.4685,36.783,-119.7939,Fresno,Sacramento
2017/7/1,"Washington, DC","Sacramento, CA",0.90%,5081,38.5677,-121.4685,38.9047,-77.0163,Washington,Sacramento
2017/7/1,"Portland, OR","Sacramento, CA",0.90%,5081,38.5677,-121.4685,45.5371,-122.65,Portland,Sacramento
2017/7/1,"New York, NY","Sacramento, CA",0.80%,5081,38.5677,-121.4685,40.6943,-73.9249,New York,Sacramento
2017/7/1,"San Jose, CA","Salinas, CA",63.80%,509,36.6883,-121.6317,37.3012,-121.848,San Jose,Salinas
2017/7/1,"Los Angeles, CA","Salinas, CA",11.80%,509,36.6883,-121.6317,34.1141,-118.4068,Los Angeles,Salinas
2017/7/1,"Sacramento, CA","Salinas, CA",4.20%,509,36.6883,-121.6317,38.5677,-121.4685,Sacramento,Salinas
2017/7/1,"Seattle, WA","Salinas, CA",2.20%,509,36.6883,-121.6317,47.6211,-122.3244,Seattle,Salinas
2017/7/1,"Washington, DC","Salinas, CA",2.00%,509,36.6883,-121.6317,38.9047,-77.0163,Washington,Salinas
2017/7/1,"San Diego, CA","Salinas, CA",1.80%,509,36.6883,-121.6317,32.8313,-117.1222,San Diego,Salinas
2017/7/1,"San Luis Obispo, CA","Salinas, CA",1.70%,509,36.6883,-121.6317,35.2669,-120.669,San Luis Obispo,Salinas
2017/7/1,"New York, NY","Salinas, CA",1.10%,509,36.6883,-121.6317,40.6943,-73.9249,New York,Salinas
2017/7/1,"Los Angeles, CA","Salt Lake City, UT",31.10%,633,40.7776,-111.9311,34.1141,-118.4068,Los Angeles,Salt Lake City
2017/7/1,"San Jose, CA","Salt Lake City, UT",12.00%,633,40.7776,-111.9311,37.3012,-121.848,San Jose,Salt Lake City
2017/7/1,"Seattle, WA","Salt Lake City, UT",8.70%,633,40.7776,-111.9311,47.6211,-122.3244,Seattle,Salt Lake City
2017/7/1,"Washington, DC","Salt Lake City, UT",4.70%,633,40.7776,-111.9311,38.9047,-77.0163,Washington,Salt Lake City
2017/7/1,"San Diego, CA","Salt Lake City, UT",4.60%,633,40.7776,-111.9311,32.8313,-117.1222,San Diego,Salt Lake City
2017/7/1,"Portland, OR","Salt Lake City, UT",3.70%,633,40.7776,-111.9311,45.5371,-122.65,Portland,Salt Lake City
2017/7/1,"Phoenix, AZ","Salt Lake City, UT",3.50%,633,40.7776,-111.9311,33.5722,-112.0892,Phoenix,Salt Lake City
2017/7/1,"New York, NY","Salt Lake City, UT",3.40%,633,40.7776,-111.9311,40.6943,-73.9249,New York,Salt Lake City
2017/7/1,"Denver, CO","Salt Lake City, UT",2.80%,633,40.7776,-111.9311,39.762,-104.8758,Denver,Salt Lake City
2017/7/1,"Chicago, IL","Salt Lake City, UT",2.60%,633,40.7776,-111.9311,41.8375,-87.6866,Chicago,Salt Lake City
2017/7/1,"Houston, TX","San Antonio, TX",16.20%,914,29.4632,-98.5238,29.786,-95.3885,Houston,San Antonio
2017/7/1,"Los Angeles, CA","San Antonio, TX",13.20%,914,29.4632,-98.5238,34.1141,-118.4068,Los Angeles,San Antonio
2017/7/1,"Austin, TX","San Antonio, TX",12.60%,914,29.4632,-98.5238,30.3005,-97.7522,Austin,San Antonio
2017/7/1,"Washington, DC","San Antonio, TX",6.80%,914,29.4632,-98.5238,38.9047,-77.0163,Washington,San Antonio
2017/7/1,"Seattle, WA","San Antonio, TX",5.60%,914,29.4632,-98.5238,47.6211,-122.3244,Seattle,San Antonio
2017/7/1,"Dallas, TX","San Antonio, TX",4.70%,914,29.4632,-98.5238,32.7935,-96.7667,Dallas,San Antonio
2017/7/1,"San Jose, CA","San Antonio, TX",4.20%,914,29.4632,-98.5238,37.3012,-121.848,San Jose,San Antonio
2017/7/1,"Chicago, IL","San Antonio, TX",4.20%,914,29.4632,-98.5238,41.8375,-87.6866,Chicago,San Antonio
2017/7/1,"San Diego, CA","San Antonio, TX",2.90%,914,29.4632,-98.5238,32.8313,-117.1222,San Diego,San Antonio
2017/7/1,"New York, NY","San Antonio, TX",2.60%,914,29.4632,-98.5238,40.6943,-73.9249,New York,San Antonio
2017/7/1,"Los Angeles, CA","San Diego, CA",65.70%,5979,32.8313,-117.1222,34.1141,-118.4068,Los Angeles,San Diego
2017/7/1,"San Jose, CA","San Diego, CA",8.80%,5979,32.8313,-117.1222,37.3012,-121.848,San Jose,San Diego
2017/7/1,"New York, NY","San Diego, CA",2.60%,5979,32.8313,-117.1222,40.6943,-73.9249,New York,San Diego
2017/7/1,"Seattle, WA","San Diego, CA",2.60%,5979,32.8313,-117.1222,47.6211,-122.3244,Seattle,San Diego
2017/7/1,"Washington, DC","San Diego, CA",2.50%,5979,32.8313,-117.1222,38.9047,-77.0163,Washington,San Diego
2017/7/1,"Chicago, IL","San Diego, CA",1.80%,5979,32.8313,-117.1222,41.8375,-87.6866,Chicago,San Diego
2017/7/1,"Phoenix, AZ","San Diego, CA",1.70%,5979,32.8313,-117.1222,33.5722,-112.0892,Phoenix,San Diego
2017/7/1,"Sacramento, CA","San Diego, CA",1.10%,5979,32.8313,-117.1222,38.5677,-121.4685,Sacramento,San Diego
2017/7/1,"Denver, CO","San Diego, CA",0.90%,5979,32.8313,-117.1222,39.762,-104.8758,Denver,San Diego
2017/7/1,"Las Vegas, NV","San Diego, CA",0.90%,5979,32.8313,-117.1222,36.2333,-115.2654,Las Vegas,San Diego
2017/7/1,"Los Angeles, CA","San Jose, CA",24.40%,-16952,37.3012,-121.848,34.1141,-118.4068,Los Angeles,San Jose
2017/7/1,"Sacramento, CA","San Jose, CA",10.20%,-16952,37.3012,-121.848,38.5677,-121.4685,Sacramento,San Jose
2017/7/1,"New York, NY","San Jose, CA",7.80%,-16952,37.3012,-121.848,40.6943,-73.9249,New York,San Jose
2017/7/1,"Seattle, WA","San Jose, CA",6.50%,-16952,37.3012,-121.848,47.6211,-122.3244,Seattle,San Jose
2017/7/1,"San Diego, CA","San Jose, CA",4.90%,-16952,37.3012,-121.848,32.8313,-117.1222,San Diego,San Jose
2017/7/1,"Washington, DC","San Jose, CA",4.80%,-16952,37.3012,-121.848,38.9047,-77.0163,Washington,San Jose
2017/7/1,"Chicago, IL","San Jose, CA",3.80%,-16952,37.3012,-121.848,41.8375,-87.6866,Chicago,San Jose
2017/7/1,"Boston, MA","San Jose, CA",3.20%,-16952,37.3012,-121.848,42.3188,-71.0852,Boston,San Jose
2017/7/1,"Portland, OR","San Jose, CA",2.80%,-16952,37.3012,-121.848,45.5371,-122.65,Portland,San Jose
2017/7/1,"Modesto, CA","San Jose, CA",2.60%,-16952,37.3012,-121.848,37.6375,-121.0028,Modesto,San Jose
2017/7/1,"Los Angeles, CA","San Luis Obispo, CA",37.90%,689,35.2669,-120.669,34.1141,-118.4068,Los Angeles,San Luis Obispo
2017/7/1,"San Jose, CA","San Luis Obispo, CA",33.40%,689,35.2669,-120.669,37.3012,-121.848,San Jose,San Luis Obispo
2017/7/1,"San Diego, CA","San Luis Obispo, CA",3.70%,689,35.2669,-120.669,32.8313,-117.1222,San Diego,San Luis Obispo
2017/7/1,"Fresno, CA","San Luis Obispo, CA",3.20%,689,35.2669,-120.669,36.783,-119.7939,Fresno,San Luis Obispo
2017/7/1,"Santa Maria, CA","San Luis Obispo, CA",3.10%,689,35.2669,-120.669,34.9333,-120.4431,Santa Maria,San Luis Obispo
2017/7/1,"Sacramento, CA","San Luis Obispo, CA",2.60%,689,35.2669,-120.669,38.5677,-121.4685,Sacramento,San Luis Obispo
2017/7/1,"Bakersfield, CA","San Luis Obispo, CA",2.30%,689,35.2669,-120.669,35.3529,-119.0359,Bakersfield,San Luis Obispo
2017/7/1,"Seattle, WA","San Luis Obispo, CA",2.20%,689,35.2669,-120.669,47.6211,-122.3244,Seattle,San Luis Obispo
2017/7/1,"Salinas, CA","San Luis Obispo, CA",1.60%,689,35.2669,-120.669,36.6883,-121.6317,Salinas,San Luis Obispo
2017/7/1,"Portland, OR","San Luis Obispo, CA",1.00%,689,35.2669,-120.669,45.5371,-122.65,Portland,San Luis Obispo
2017/7/1,"San Jose, CA","Seattle, WA",20.00%,214,47.6211,-122.3244,37.3012,-121.848,San Jose,Seattle
2017/7/1,"Los Angeles, CA","Seattle, WA",15.00%,214,47.6211,-122.3244,34.1141,-118.4068,Los Angeles,Seattle
2017/7/1,"Portland, OR","Seattle, WA",7.60%,214,47.6211,-122.3244,45.5371,-122.65,Portland,Seattle
2017/7/1,"New York, NY","Seattle, WA",5.00%,214,47.6211,-122.3244,40.6943,-73.9249,New York,Seattle
2017/7/1,"Washington, DC","Seattle, WA",4.20%,214,47.6211,-122.3244,38.9047,-77.0163,Washington,Seattle
2017/7/1,"Bellingham, WA","Seattle, WA",3.90%,214,47.6211,-122.3244,48.7548,-122.469,Bellingham,Seattle
2017/7/1,"San Diego, CA","Seattle, WA",2.90%,214,47.6211,-122.3244,32.8313,-117.1222,San Diego,Seattle
2017/7/1,"Chicago, IL","Seattle, WA",2.80%,214,47.6211,-122.3244,41.8375,-87.6866,Chicago,Seattle
2017/7/1,"Phoenix, AZ","Seattle, WA",2.00%,214,47.6211,-122.3244,33.5722,-112.0892,Phoenix,Seattle
2017/7/1,"Denver, CO","Seattle, WA",1.90%,214,47.6211,-122.3244,39.762,-104.8758,Denver,Seattle
2017/7/1,"Orlando, FL","Tampa, FL",14.20%,1517,27.9945,-82.4447,28.4773,-81.337,Orlando,Tampa
2017/7/1,"Washington, DC","Tampa, FL",12.40%,1517,27.9945,-82.4447,38.9047,-77.0163,Washington,Tampa
2017/7/1,"Chicago, IL","Tampa, FL",8.70%,1517,27.9945,-82.4447,41.8375,-87.6866,Chicago,Tampa
2017/7/1,"New York, NY","Tampa, FL",8.60%,1517,27.9945,-82.4447,40.6943,-73.9249,New York,Tampa
2017/7/1,"Los Angeles, CA","Tampa, FL",5.20%,1517,27.9945,-82.4447,34.1141,-118.4068,Los Angeles,Tampa
2017/7/1,"Boston, MA","Tampa, FL",4.90%,1517,27.9945,-82.4447,42.3188,-71.0852,Boston,Tampa
2017/7/1,"Miami, FL","Tampa, FL",4.70%,1517,27.9945,-82.4447,25.784,-80.2101,Miami,Tampa
2017/7/1,"Seattle, WA","Tampa, FL",2.90%,1517,27.9945,-82.4447,47.6211,-122.3244,Seattle,Tampa
2017/7/1,"San Jose, CA","Tampa, FL",2.70%,1517,27.9945,-82.4447,37.3012,-121.848,San Jose,Tampa
2017/7/1,"Atlanta, GA","Tampa, FL",2.70%,1517,27.9945,-82.4447,33.7628,-84.422,Atlanta,Tampa
2017/7/1,"Los Angeles, CA","Urban Honolulu, HI",28.80%,354,21.3294,-157.846,34.1141,-118.4068,Los Angeles,Urban Honolulu
2017/7/1,"San Jose, CA","Urban Honolulu, HI",18.80%,354,21.3294,-157.846,37.3012,-121.848,San Jose,Urban Honolulu
2017/7/1,"Seattle, WA","Urban Honolulu, HI",12.10%,354,21.3294,-157.846,47.6211,-122.3244,Seattle,Urban Honolulu
2017/7/1,"Washington, DC","Urban Honolulu, HI",5.90%,354,21.3294,-157.846,38.9047,-77.0163,Washington,Urban Honolulu
2017/7/1,"San Diego, CA","Urban Honolulu, HI",4.40%,354,21.3294,-157.846,32.8313,-117.1222,San Diego,Urban Honolulu
2017/7/1,"New York, NY","Urban Honolulu, HI",3.20%,354,21.3294,-157.846,40.6943,-73.9249,New York,Urban Honolulu
2017/7/1,"Portland, OR","Urban Honolulu, HI",2.80%,354,21.3294,-157.846,45.5371,-122.65,Portland,Urban Honolulu
2017/7/1,"Chicago, IL","Urban Honolulu, HI",2.50%,354,21.3294,-157.846,41.8375,-87.6866,Chicago,Urban Honolulu
2017/7/1,"Sacramento, CA","Urban Honolulu, HI",2.00%,354,21.3294,-157.846,38.5677,-121.4685,Sacramento,Urban Honolulu
2017/7/1,"Boston, MA","Urban Honolulu, HI",1.60%,354,21.3294,-157.846,42.3188,-71.0852,Boston,Urban Honolulu
2017/7/1,"Washington, DC","Virginia Beach, VA",39.30%,287,36.7335,-76.0435,38.9047,-77.0163,Washington,Virginia Beach
2017/7/1,"Richmond, VA","Virginia Beach, VA",10.40%,287,36.7335,-76.0435,37.5295,-77.4756,Richmond,Virginia Beach
2017/7/1,"New York, NY","Virginia Beach, VA",7.60%,287,36.7335,-76.0435,40.6943,-73.9249,New York,Virginia Beach
2017/7/1,"San Diego, CA","Virginia Beach, VA",6.80%,287,36.7335,-76.0435,32.8313,-117.1222,San Diego,Virginia Beach
2017/7/1,"Los Angeles, CA","Virginia Beach, VA",5.10%,287,36.7335,-76.0435,34.1141,-118.4068,Los Angeles,Virginia Beach
2017/7/1,"Seattle, WA","Virginia Beach, VA",3.70%,287,36.7335,-76.0435,47.6211,-122.3244,Seattle,Virginia Beach
2017/7/1,"Boston, MA","Virginia Beach, VA",2.30%,287,36.7335,-76.0435,42.3188,-71.0852,Boston,Virginia Beach
2017/7/1,"San Jose, CA","Virginia Beach, VA",2.00%,287,36.7335,-76.0435,37.3012,-121.848,San Jose,Virginia Beach
2017/7/1,"Denver, CO","Virginia Beach, VA",2.00%,287,36.7335,-76.0435,39.762,-104.8758,Denver,Virginia Beach
2017/7/1,"Chicago, IL","Virginia Beach, VA",1.60%,287,36.7335,-76.0435,41.8375,-87.6866,Chicago,Virginia Beach
2017/7/1,"New York, NY","Washington, DC",22.60%,-5677,38.9047,-77.0163,40.6943,-73.9249,New York,Washington
2017/7/1,"Los Angeles, CA","Washington, DC",6.80%,-5677,38.9047,-77.0163,34.1141,-118.4068,Los Angeles,Washington
2017/7/1,"Philadelphia, PA","Washington, DC",6.00%,-5677,38.9047,-77.0163,40.0077,-75.1339,Philadelphia,Washington
2017/7/1,"San Jose, CA","Washington, DC",5.60%,-5677,38.9047,-77.0163,37.3012,-121.848,San Jose,Washington
2017/7/1,"Boston, MA","Washington, DC",4.50%,-5677,38.9047,-77.0163,42.3188,-71.0852,Boston,Washington
2017/7/1,"Chicago, IL","Washington, DC",3.60%,-5677,38.9047,-77.0163,41.8375,-87.6866,Chicago,Washington
2017/7/1,"Richmond, VA","Washington, DC",3.60%,-5677,38.9047,-77.0163,37.5295,-77.4756,Richmond,Washington
2017/7/1,"Seattle, WA","Washington, DC",2.90%,-5677,38.9047,-77.0163,47.6211,-122.3244,Seattle,Washington
2017/7/1,"Atlanta, GA","Washington, DC",2.10%,-5677,38.9047,-77.0163,33.7628,-84.422,Atlanta,Washington
2017/7/1,"San Diego, CA","Washington, DC",2.00%,-5677,38.9047,-77.0163,32.8313,-117.1222,San Diego,Washington
2017/10/1,"New York, NY","Albany, NY",40.50%,71,42.6664,-73.7987,40.6943,-73.9249,New York,Albany
2017/10/1,"Boston, MA","Albany, NY",13.10%,71,42.6664,-73.7987,42.3188,-71.0852,Boston,Albany
2017/10/1,"Washington, DC","Albany, NY",8.80%,71,42.6664,-73.7987,38.9047,-77.0163,Washington,Albany
2017/10/1,"Los Angeles, CA","Albany, NY",5.50%,71,42.6664,-73.7987,34.1141,-118.4068,Los Angeles,Albany
2017/10/1,"San Jose, CA","Albany, NY",4.70%,71,42.6664,-73.7987,37.3012,-121.848,San Jose,Albany
2017/10/1,"Los Angeles, CA","Albuquerque, NM",18.00%,404,35.1054,-106.6465,34.1141,-118.4068,Los Angeles,Albuquerque
2017/10/1,"San Jose, CA","Albuquerque, NM",13.30%,404,35.1054,-106.6465,37.3012,-121.848,San Jose,Albuquerque
2017/10/1,"Denver, CO","Albuquerque, NM",12.00%,404,35.1054,-106.6465,39.762,-104.8758,Denver,Albuquerque
2017/10/1,"Seattle, WA","Albuquerque, NM",9.30%,404,35.1054,-106.6465,47.6211,-122.3244,Seattle,Albuquerque
2017/10/1,"Washington, DC","Albuquerque, NM",5.50%,404,35.1054,-106.6465,38.9047,-77.0163,Washington,Albuquerque
2017/10/1,"San Diego, CA","Albuquerque, NM",5.10%,404,35.1054,-106.6465,32.8313,-117.1222,San Diego,Albuquerque
2017/10/1,"Chicago, IL","Albuquerque, NM",4.40%,404,35.1054,-106.6465,41.8375,-87.6866,Chicago,Albuquerque
2017/10/1,"New York, NY","Albuquerque, NM",3.90%,404,35.1054,-106.6465,40.6943,-73.9249,New York,Albuquerque
2017/10/1,"Portland, OR","Albuquerque, NM",3.30%,404,35.1054,-106.6465,45.5371,-122.65,Portland,Albuquerque
2017/10/1,"Dallas, TX","Albuquerque, NM",2.90%,404,35.1054,-106.6465,32.7935,-96.7667,Dallas,Albuquerque
2017/10/1,"New York, NY","Atlanta, GA",35.00%,3097,33.7628,-84.422,40.6943,-73.9249,New York,Atlanta
2017/10/1,"Washington, DC","Atlanta, GA",8.40%,3097,33.7628,-84.422,38.9047,-77.0163,Washington,Atlanta
2017/10/1,"Los Angeles, CA","Atlanta, GA",8.30%,3097,33.7628,-84.422,34.1141,-118.4068,Los Angeles,Atlanta
2017/10/1,"San Jose, CA","Atlanta, GA",5.60%,3097,33.7628,-84.422,37.3012,-121.848,San Jose,Atlanta
2017/10/1,"Chicago, IL","Atlanta, GA",5.20%,3097,33.7628,-84.422,41.8375,-87.6866,Chicago,Atlanta
2017/10/1,"Miami, FL","Atlanta, GA",3.50%,3097,33.7628,-84.422,25.784,-80.2101,Miami,Atlanta
2017/10/1,"Seattle, WA","Atlanta, GA",2.90%,3097,33.7628,-84.422,47.6211,-122.3244,Seattle,Atlanta
2017/10/1,"Boston, MA","Atlanta, GA",2.40%,3097,33.7628,-84.422,42.3188,-71.0852,Boston,Atlanta
2017/10/1,"Philadelphia, PA","Atlanta, GA",1.60%,3097,33.7628,-84.422,40.0077,-75.1339,Philadelphia,Atlanta
2017/10/1,"Orlando, FL","Atlanta, GA",1.40%,3097,33.7628,-84.422,28.4773,-81.337,Orlando,Atlanta
2017/10/1,"San Jose, CA","Austin, TX",17.50%,1609,30.3005,-97.7522,37.3012,-121.848,San Jose,Austin
2017/10/1,"Houston, TX","Austin, TX",14.50%,1609,30.3005,-97.7522,29.786,-95.3885,Houston,Austin
2017/10/1,"Los Angeles, CA","Austin, TX",12.40%,1609,30.3005,-97.7522,34.1141,-118.4068,Los Angeles,Austin
2017/10/1,"Dallas, TX","Austin, TX",6.40%,1609,30.3005,-97.7522,32.7935,-96.7667,Dallas,Austin
2017/10/1,"Seattle, WA","Austin, TX",6.10%,1609,30.3005,-97.7522,47.6211,-122.3244,Seattle,Austin
2017/10/1,"Washington, DC","Austin, TX",4.20%,1609,30.3005,-97.7522,38.9047,-77.0163,Washington,Austin
2017/10/1,"New York, NY","Austin, TX",4.10%,1609,30.3005,-97.7522,40.6943,-73.9249,New York,Austin
2017/10/1,"Chicago, IL","Austin, TX",4.10%,1609,30.3005,-97.7522,41.8375,-87.6866,Chicago,Austin
2017/10/1,"San Antonio, TX","Austin, TX",3.60%,1609,30.3005,-97.7522,29.4632,-98.5238,San Antonio,Austin
2017/10/1,"San Diego, CA","Austin, TX",3.20%,1609,30.3005,-97.7522,32.8313,-117.1222,San Diego,Austin
2017/10/1,"Los Angeles, CA","Bakersfield, CA",75.00%,391,35.3529,-119.0359,34.1141,-118.4068,Los Angeles,Bakersfield
2017/10/1,"San Jose, CA","Bakersfield, CA",7.50%,391,35.3529,-119.0359,37.3012,-121.848,San Jose,Bakersfield
2017/10/1,"San Diego, CA","Bakersfield, CA",3.20%,391,35.3529,-119.0359,32.8313,-117.1222,San Diego,Bakersfield
2017/10/1,"Seattle, WA","Bakersfield, CA",2.10%,391,35.3529,-119.0359,47.6211,-122.3244,Seattle,Bakersfield
2017/10/1,"New York, NY","Bakersfield, CA",1.50%,391,35.3529,-119.0359,40.6943,-73.9249,New York,Bakersfield
2017/10/1,"Seattle, WA","Bellingham, WA",69.20%,463,48.7548,-122.469,47.6211,-122.3244,Seattle,Bellingham
2017/10/1,"San Jose, CA","Bellingham, WA",5.40%,463,48.7548,-122.469,37.3012,-121.848,San Jose,Bellingham
2017/10/1,"Los Angeles, CA","Bellingham, WA",5.40%,463,48.7548,-122.469,34.1141,-118.4068,Los Angeles,Bellingham
2017/10/1,"Portland, OR","Bellingham, WA",3.50%,463,48.7548,-122.469,45.5371,-122.65,Portland,Bellingham
2017/10/1,"San Diego, CA","Bellingham, WA",1.60%,463,48.7548,-122.469,32.8313,-117.1222,San Diego,Bellingham
2017/10/1,"Washington, DC","Bellingham, WA",1.20%,463,48.7548,-122.469,38.9047,-77.0163,Washington,Bellingham
2017/10/1,"Phoenix, AZ","Bellingham, WA",1.20%,463,48.7548,-122.469,33.5722,-112.0892,Phoenix,Bellingham
2017/10/1,"Denver, CO","Bellingham, WA",1.00%,463,48.7548,-122.469,39.762,-104.8758,Denver,Bellingham
2017/10/1,"New York, NY","Bellingham, WA",0.90%,463,48.7548,-122.469,40.6943,-73.9249,New York,Bellingham
2017/10/1,"New York, NY","Boston, MA",46.40%,1811,42.3188,-71.0852,40.6943,-73.9249,New York,Boston
2017/10/1,"Washington, DC","Boston, MA",6.80%,1811,42.3188,-71.0852,38.9047,-77.0163,Washington,Boston
2017/10/1,"San Jose, CA","Boston, MA",5.00%,1811,42.3188,-71.0852,37.3012,-121.848,San Jose,Boston
2017/10/1,"Los Angeles, CA","Boston, MA",4.40%,1811,42.3188,-71.0852,34.1141,-118.4068,Los Angeles,Boston
2017/10/1,"Chicago, IL","Boston, MA",2.20%,1811,42.3188,-71.0852,41.8375,-87.6866,Chicago,Boston
2017/10/1,"Seattle, WA","Boston, MA",2.00%,1811,42.3188,-71.0852,47.6211,-122.3244,Seattle,Boston
2017/10/1,"Philadelphia, PA","Boston, MA",1.70%,1811,42.3188,-71.0852,40.0077,-75.1339,Philadelphia,Boston
2017/10/1,"Miami, FL","Boston, MA",1.40%,1811,42.3188,-71.0852,25.784,-80.2101,Miami,Boston
